Frame,C00,C01,C02,C03,C04,C05,C06,C07,C08,C09,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24
16370,1.161094,1.619427,1.758354,2.048316,2.13167,10.12066,0.6571262,2.786813,1.85683,15.93826,12.96004,2.109742,7.07449,2.712785,3.219163,4.227602,-0.5837777,7.812662,5.093618,5.22737,3.147875,0.4119556,2.919345,-2.059211,4.744496
16371,1.447864,0.9809412,0.6713656,2.435378,2.498625,7.885526,1.41203,2.129771,1.199241,14.99577,10.12963,1.620089,4.520071,3.459217,3.168346,4.25663,0.3203034,7.394455,4.80641,4.748026,1.413635,2.059937,4.675454,0.5177944,4.306985
16372,4.628432,2.870189,-0.9200274,2.548388,3.086198,7.573471,1.958471,4.090275,3.799767,15.1612,9.675697,1.403178,6.162198,4.892658,4.422795,1.410163,-0.8601537,6.493294,3.986596,5.206389,2.73905,1.925526,4.493091,-0.5872077,4.660551
16373,4.20444,2.241906,-0.3319307,2.360716,2.189052,7.206737,0.6572068,5.329719,2.889196,15.8453,8.374448,2.892988,4.580892,3.686639,3.52227,2.656531,0.4609393,6.858099,3.620915,4.42126,0.1469287,1.082657,4.802765,-1.231064,4.224068
16374,4.628097,1.953207,0.1808947,1.547923,2.029836,7.55157,1.070218,3.962572,1.9861,16.58789,8.40126,3.497944,6.168984,2.666337,3.270316,0.5882192,0.1505015,6.126845,4.349937,4.099905,0.3670272,1.922111,5.638319,-0.7666412,5.412332
16375,4.144526,0.5717024,-0.8840399,2.845774,0.7843867,6.500136,3.049935,3.60187,2.410079,16.2302,6.478066,1.938885,5.733083,4.106661,4.850589,1.502162,-0.1979193,6.307549,4.709084,6.275703,-0.5536449,1.658308,3.905745,0.8462249,3.108039
16376,2.795302,0.8538512,0.001082549,4.042293,0.4248971,9.042934,2.307346,1.280796,1.582025,14.5375,5.106762,1.875422,4.89537,2.51891,2.880526,0.9221864,-0.04515114,9.573289,5.136288,7.412928,4.041881,2.536301,3.994225,0.6015524,6.369606
16377,2.368785,1.094025,-0.6853493,4.517318,-0.9119697,9.232472,0.09716755,1.839344,3.093072,14.24108,5.693559,0.8185602,4.896574,2.944595,1.874495,2.866275,0.08403831,9.431494,6.399671,3.576763,3.823375,2.803702,4.269931,0.8203955,5.407343
16378,1.218167,0.9853224,1.155367,5.116504,2.730108,9.723978,1.95059,2.282097,1.257745,13.27138,9.001912,5.338689,3.59635,2.334868,3.13355,9.865938,0.01987718,10.96017,6.794417,6.203478,4.094525,3.539642,5.997805,-0.5620133,7.78304
16379,2.803807,0.188673,1.092236,2.882673,0.002478467,10.65156,1.185085,1.312866,2.25576,15.0066,12.91175,12.52109,3.005448,4.510686,3.453527,8.212176,0.3993371,11.11225,5.860545,7.055745,3.71058,1.598889,3.426091,-0.5742565,6.732348
16380,2.108246,1.199469,1.053241,2.045076,0.9593483,9.967381,1.699273,3.660814,2.287917,14.56214,24.17142,14.36184,2.370562,4.487401,2.302796,7.388904,0.7443705,10.97432,7.553438,4.419916,2.581909,1.772081,2.968431,-1.507191,5.834347
16381,1.111741,0.2943985,1.534778,3.431506,1.500204,9.075262,-0.08567643,2.460133,3.682185,15.5084,30.65973,15.41796,3.232118,2.727816,1.72494,9.265137,-0.7793485,10.84481,6.913009,6.438366,2.689129,2.334179,3.55966,0.9738506,7.357117
16382,0.893869,-0.3426893,0.1823916,2.064456,0.351666,9.326222,1.003554,2.594697,2.368379,14.30998,32.19301,12.01504,1.228254,4.71835,2.363819,7.72102,-1.25535,11.65914,6.326422,6.06668,2.765055,3.333414,3.264752,-1.547992,7.28941
16383,1.120778,-2.369584,1.05173,5.314548,-2.777392,12.98186,0.9436632,3.611718,2.320799,13.88334,34.08849,11.72817,2.49144,4.284547,3.057783,6.443512,-2.105372,14.96582,9.955883,9.149804,4.113443,3.26724,4.065422,-1.93344,9.67967
16384,-0.2574979,-1.726949,1.587093,4.997365,-1.583049,10.82079,-0.7362296,3.642559,2.846118,13.21963,33.49715,11.82189,1.111786,2.769439,0.9456468,5.430633,-0.5982535,12.65687,7.326559,4.710787,4.943442,3.956169,3.700689,-1.646519,7.700819
16385,0.261512,-1.303593,0.7463157,5.058047,-2.079747,11.25643,-1.022243,2.842187,2.339162,12.49241,32.17181,8.490719,1.353893,4.344573,1.113202,6.844656,0.8399363,13.85484,9.005759,6.781245,2.964813,2.751251,2.491707,-2.000291,9.669573
16386,2.873303,-1.595494,1.469397,4.970872,-0.4839676,10.28462,1.863492,4.244,2.221117,12.49198,37.65705,8.757047,1.841913,4.567988,2.795409,5.370454,-0.5407131,11.34001,7.989736,6.906645,3.948261,2.316339,2.335227,-0.8269075,8.86188
16387,1.007799,0.6208293,1.537758,5.102082,0.8770554,11.02558,-0.4331026,4.302833,3.262745,15.48792,39.6783,8.452256,2.602711,5.592145,0.9583228,4.150879,-1.026362,11.92855,7.55003,6.851988,4.112005,3.385448,2.423302,-0.8832461,7.138584
16388,-0.06459429,2.629039,1.178299,5.060412,0.9422199,9.569441,0.4079618,3.811745,0.6029679,13.34085,39.75817,7.527011,0.554915,7.06748,1.450224,3.089852,-2.585036,12.34423,7.006313,6.431671,3.759605,2.032822,2.079098,-1.221967,8.478512
16389,0.633232,1.435476,0.3149403,3.785743,1.564654,10.3733,1.794267,4.530757,4.832161,14.92426,34.81005,8.324729,0.01649014,5.822882,3.880029,2.571747,-1.949835,9.374747,7.988842,6.032809,5.24496,1.380494,1.517482,-0.8322077,4.97827
16390,1.017361,1.537054,0.943698,4.015794,2.043677,9.747289,0.8747957,4.643071,1.398339,13.80698,33.53461,7.814597,-1.483225,5.474462,2.481061,2.865902,-0.5904221,10.3957,7.346685,7.430236,3.381222,1.652495,1.169565,-1.386663,4.77972
16391,0.5474906,0.6613918,0.711508,5.060908,-0.941148,9.376311,-2.058942,2.089715,1.958457,13.2545,29.83087,5.583576,0.2438721,6.578698,1.074038,3.71332,-1.356598,12.23499,8.076573,5.188501,5.266659,1.95247,4.076553,0.1881023,7.141461
16392,0.3512005,0.04181834,1.32476,4.139357,-1.40934,9.957422,-0.5020063,3.360185,2.716653,13.75291,29.23712,5.121664,0.9632071,4.619909,2.718063,5.51597,-2.442157,12.23321,8.788397,7.106328,2.388623,2.894702,8.573036,1.237126,6.118345
16393,1.103536,2.261586,-0.2506787,5.820454,-0.4202317,8.921342,-2.295646,4.266629,4.322017,14.11564,29.42018,7.21722,-0.7859442,9.080165,1.763978,8.098125,0.1150533,10.05968,8.708493,5.708488,1.549312,2.381436,6.213903,1.20246,7.20791
16394,-1.170564,2.575242,0.1505563,4.948184,3.025063,8.490522,-0.1538237,3.507837,4.229066,15.0735,27.19329,6.581649,0.2317351,8.639361,0.7241247,5.915467,1.365927,9.751075,8.330578,8.198693,4.388691,2.545263,5.009065,1.452995,6.480571
16395,0.4623401,1.441178,1.347172,7.047576,0.00841131,10.4445,1.355292,3.1981,3.016411,13.89264,22.76968,4.324927,-0.1682732,7.814851,0.9465706,6.501158,-1.739069,11.4632,8.367763,7.111788,5.1665,3.424045,3.772617,2.180472,8.547741
16396,-3.345756,-0.6681161,0.7033636,5.182207,-0.03742929,11.80622,1.993943,1.730894,3.27388,11.7184,20.43498,7.055189,-2.541278,6.113899,0.5005191,5.796355,-0.6795712,13.92669,9.56288,7.324055,4.998188,2.538712,3.167425,1.137813,10.34207
16397,0.6504911,-1.188244,0.004535039,6.639814,-3.228251,13.30731,0.8689838,3.103287,2.815128,12.53894,20.23676,5.483853,-0.1643995,6.984934,-0.2320906,5.039426,-0.6700525,14.62913,11.37156,6.102141,5.209411,3.853527,4.988697,1.433093,9.429117
16398,-1.434641,-0.4926682,0.8168283,5.919285,-1.679708,12.93181,1.692594,1.669861,2.548367,10.31426,19.64017,8.392372,-0.2171755,7.779545,0.9952728,5.250982,-1.256861,16.19377,10.95869,5.538159,6.209709,4.964416,2.248769,-0.9614895,10.66533
16399,-1.264014,-0.107352,0.8667147,7.155621,-2.696537,13.30587,1.425451,2.752841,2.672254,10.53865,16.77749,9.823109,-1.129673,7.084604,0.5480607,3.583117,-1.447632,16.83421,12.16324,5.757703,7.900966,6.519135,2.926542,-0.2242322,11.53032
16400,-2.371103,-2.302879,2.772344,6.42236,-4.409606,16.00476,1.557047,0.7119437,1.66537,9.599516,14.58602,7.363492,-1.147482,3.170691,2.11937,3.425838,-0.518885,16.56648,12.57092,7.285619,7.339575,6.499232,2.557322,-2.125336,9.827651
16401,1.537919,-1.944499,1.784956,4.794251,-3.330375,13.44996,-1.73957,2.349659,4.655067,13.22803,11.09213,9.139262,-0.09519259,4.85729,1.175768,5.094523,-1.015433,13.99639,8.320318,6.799716,4.901761,3.447878,2.250621,-1.909087,9.05175
16402,3.202,0.06760948,-1.067596,4.275681,-0.07299919,8.175674,0.7294944,3.331814,1.850525,18.18445,11.83905,9.837292,-0.6350502,4.379341,-0.4338274,3.02459,-1.468791,6.59915,4.418173,4.331387,1.72692,0.8486807,2.538216,-0.3117202,3.327108
16403,2.235041,1.575383,0.1296705,3.260217,-0.4883367,8.052701,2.930344,4.317725,2.820332,17.94011,11.94146,7.856072,-1.696894,3.70319,0.7359759,2.291703,-2.118076,8.079604,4.810414,4.304445,2.971594,-0.09106421,2.790743,-0.597968,4.049556
16404,1.901799,-1.781349,-0.227111,3.823028,-0.9881404,8.26687,-0.7755641,2.984631,3.18772,16.5323,9.271753,5.818357,-0.08486605,2.379026,1.702695,3.39446,-1.329132,9.377392,5.119737,4.596288,4.212411,1.382512,2.599161,-0.6973746,4.349138
16405,0.2882602,-1.441794,0.2270139,4.926473,-1.231875,9.291097,0.4450907,2.79842,1.543217,14.65882,8.928408,6.439673,-0.5962023,2.14996,2.113825,4.358618,0.1823746,9.520213,6.466897,6.58296,4.215757,3.145743,1.120583,-2.042124,7.024822
16406,2.486525,-1.524139,1.493647,5.761129,-3.036116,11.58228,-0.09613017,2.030556,1.191104,13.02793,6.984389,3.838178,-1.39581,2.529605,2.322043,1.633142,-0.5630254,13.01477,7.936608,7.251335,3.154779,3.631846,3.55476,-1.511976,7.408469
16407,1.546693,-1.180094,0.9361977,7.604782,-1.931201,12.0487,0.6874011,2.213685,4.199625,13.88522,5.716533,3.366201,-2.347229,2.490563,1.337525,0.9728444,-0.07963087,11.70416,7.424528,8.158896,3.583455,2.996284,2.098765,-0.002004938,8.022004
16408,1.20483,-0.1889367,0.4437993,8.350815,-3.681027,15.25241,0.07964143,1.838334,1.245592,11.82122,4.955284,3.524435,-0.4825907,3.221233,0.7570311,-0.4733089,-1.439069,13.62624,7.952704,9.358058,3.500033,1.75881,2.630713,-2.183197,7.575147
16409,3.582318,-0.8134543,1.258698,6.10888,-3.091381,15.97119,-1.965526,1.585984,1.350354,12.83735,4.999889,2.180864,-1.619549,1.378622,-0.1877877,0.476835,-1.257028,11.43655,8.195373,9.5626,5.515803,2.533146,2.154321,-3.696958,8.511214
16410,-0.4996306,-1.426539,1.786481,6.733358,-3.145101,15.35304,-1.559775,1.737464,1.546369,11.54813,2.359154,2.52619,-1.551237,2.321444,-0.3947865,-1.066006,-1.041308,13.81408,7.536923,10.20995,5.267068,2.214239,2.605094,-3.956906,9.49052
16411,0.9738091,0.1432446,-0.8518597,6.917803,-1.460157,14.35213,-1.363124,1.305099,1.945711,12.34704,2.629945,1.96102,-1.941067,1.584934,2.408857,-0.4551826,-1.70139,11.09954,7.533991,12.32786,3.539017,2.673536,-0.003696101,-4.022073,7.44272
16412,3.014056,1.395033,-2.082497,4.802082,0.535787,11.06814,-0.3253167,3.604618,2.388927,13.78212,2.47978,3.492116,-1.352518,1.598824,1.190614,-0.1163824,-0.4783176,7.946528,5.943817,10.93497,2.478264,1.053388,0.4341556,-1.791152,3.829564
16413,2.181573,-0.633773,-0.7293659,3.078617,0.7571285,8.980228,-1.708463,3.671859,2.72017,15.63335,4.031455,0.9208839,-3.151724,-0.9578686,-0.341272,0.1830409,-0.3752482,9.038107,4.126279,11.56419,2.746906,0.9034212,0.4167904,-0.955758,5.959294
16414,4.086664,-1.547521,-0.04861174,5.225938,-2.956789,11.61144,1.007608,2.766641,2.789431,14.30667,4.744912,5.986597,-3.66107,0.04253681,1.059271,-0.7235993,-1.916244,11.42726,7.077734,10.44545,3.24577,2.385482,0.132225,-0.3918829,9.751066
16415,0.1567601,-1.521773,0.8324692,5.102552,-3.710074,13.28175,-0.9892427,2.180429,-0.1271279,10.23287,4.217211,4.606737,-2.871375,2.245531,0.03768765,1.510083,-0.2150453,12.87981,10.02184,9.74516,6.319701,3.532884,-0.1291291,-0.9364943,10.38171
16416,-0.8447745,-0.3182344,0.6374614,5.421867,-1.323066,14.35505,-0.2772436,2.381824,3.853929,12.31256,6.986632,3.875182,-2.607171,1.873596,2.183534,1.565561,-1.942142,12.81151,8.397298,8.936816,6.37356,4.571739,2.832243,-2.035543,8.897454
16417,2.317358,-0.2149034,0.433728,4.868647,-0.2548122,10.93666,0.3048787,0.1813193,1.331865,15.58909,6.023379,6.837985,-2.235309,0.9307415,1.994707,-1.088354,-1.18534,9.939141,6.000157,10.81396,3.972669,2.595927,1.56482,-1.709803,5.720778
16418,0.2955783,0.7017354,-0.07300476,5.090169,-0.8420646,10.51633,0.01425751,3.01833,1.607226,15.06621,3.091743,4.794716,-2.110788,2.977304,2.967853,-1.10072,-0.8164777,8.27252,6.365313,9.846799,2.667954,2.258833,0.8841305,-0.843957,6.700895
16419,0.9112253,0.6112091,0.2124216,4.431385,0.4690728,9.218081,0.1657233,4.057392,1.539519,16.85113,5.712379,3.278941,-3.321863,1.448811,3.784271,0.7577949,1.431424,7.326819,5.309662,10.74302,3.795007,0.5191474,1.160986,1.817519,5.65218
16420,3.265303,-0.156429,-0.1584684,4.823033,0.6200022,6.668132,-1.623098,3.545754,4.144619,16.50166,7.501268,3.102308,-3.018912,1.467172,4.200168,-0.7132599,-0.7957326,8.051509,5.497558,10.1775,4.301064,-0.290814,0.7837586,2.093454,5.481925
16421,3.032766,0.1766146,0.07993901,3.361386,0.8509229,11.06044,-0.6382256,2.878837,2.269101,18.17513,7.801427,3.479252,-0.5256792,2.335025,3.213381,0.08102887,-1.000497,8.050058,5.551687,10.20746,2.787395,-0.74633,0.6293269,2.149562,5.011162
16422,2.714891,0.6633264,-0.170924,3.019505,0.6305053,10.40244,-0.9185974,2.278263,2.242268,17.85768,6.007548,1.884791,0.5679456,1.931751,5.231664,1.011207,-1.549306,7.458802,5.202654,8.93186,3.430244,0.2597067,1.117657,1.572432,2.641019
16423,3.099859,0.07447267,1.212882,4.226779,-0.3667354,9.488116,-0.5280091,3.831271,1.811233,17.69193,6.529084,0.2287984,1.888551,1.410586,2.857536,0.7984313,0.3240592,6.787169,4.64584,9.09923,2.585022,1.343078,-0.4873346,2.983494,5.18034
16424,1.441623,-0.01898927,0.6914815,3.511327,0.0282446,9.323686,0.02074755,3.327025,0.2919697,15.20647,6.415189,1.7753,5.507884,2.446047,3.301527,-0.05074126,1.807585,7.728531,5.043066,9.437546,3.035206,1.507491,0.6798593,1.659184,5.590568
16425,0.4731496,1.906807,-0.4520603,3.457801,0.8422123,10.3789,0.7122464,1.263531,2.702248,17.0163,4.059163,1.640161,4.671505,3.396191,1.913413,-0.06463524,0.8861453,8.442391,4.201802,8.966827,2.765609,0.6301439,1.497254,4.134999,5.999678
16426,3.010808,1.153896,-0.2114843,2.651884,1.981271,9.294497,0.6857032,3.438363,3.610395,16.91154,5.213292,-0.3064489,4.060851,1.497401,1.660705,1.222563,1.626093,7.886964,4.562954,7.812446,3.031599,1.213397,2.06028,3.583515,3.996058
16427,1.26133,0.4149073,0.4775707,2.769955,1.370496,10.64955,-0.2434489,3.815639,3.053593,18.33596,5.871919,0.8029184,3.33533,1.510827,3.146806,0.6890765,0.05906519,7.313329,6.224862,6.467228,3.014508,0.7396098,0.9204284,2.426597,4.621181
16428,2.298093,1.342224,-0.2137041,3.858183,-0.05392237,9.544358,0.7209038,3.963819,2.226188,15.55962,4.45056,2.656379,3.203945,3.410857,1.993285,1.993311,1.496722,8.531388,4.112133,4.767555,2.163251,0.4400686,1.124721,3.331148,2.954543
16429,3.255747,-0.4452766,0.6947489,3.356659,-0.8536804,10.32667,-0.8148784,4.005832,3.434097,17.36104,3.314367,1.038222,3.482565,-0.3405106,3.386826,0.7112687,-1.022875,8.614445,4.50691,7.296317,2.653854,0.2176334,2.656256,4.23806,4.947154
16430,3.860646,0.9347551,1.60824,3.505599,-1.460253,9.541648,-1.069019,2.863694,2.924338,16.21774,2.565951,0.2404388,2.62404,2.603805,3.457051,0.9274349,-0.4669177,8.094472,4.008759,5.445185,2.169452,1.736226,1.268767,5.363042,3.10885
16431,3.294615,-1.723636,0.4008071,4.277083,-0.4099632,8.936528,1.484147,4.909683,2.775762,15.47915,3.490139,1.309035,0.6375635,-0.1837505,3.120352,0.6893613,-0.5475022,7.5677,4.223366,5.161762,3.435188,0.8979216,1.897592,5.870608,4.620678
16432,2.666844,0.5063465,-0.8142555,2.408204,0.3241372,6.678223,-2.786532,6.078356,3.993907,19.37827,3.624238,0.1916939,2.080014,0.292351,1.745373,0.1932716,0.9084165,4.939692,2.563117,5.929571,2.969539,0.4369699,-1.600373,4.557978,3.127053
16433,2.16772,-0.4933513,1.178727,3.382669,-1.091307,8.970867,-0.2783313,2.931256,3.318059,16.36938,3.824409,-2.005758,1.452363,-0.4601008,1.135539,0.6767658,-1.029205,8.346795,3.76003,6.452805,2.034021,2.850605,2.010913,5.305746,4.342904
16434,-0.2406231,0.08159965,2.188369,7.645833,-2.180531,10.71401,-0.02014651,2.320272,1.243931,12.01564,3.248273,-2.70995,1.259086,1.162206,2.331672,1.956828,-0.2637796,12.84965,8.56022,7.532301,4.604777,3.396167,2.160597,5.717113,7.196075
16435,3.220652,-0.2007423,0.9172649,6.131403,0.4940272,8.316987,0.3110619,3.151612,4.035829,17.21373,2.23404,-0.5121838,2.439394,0.01878811,0.3453144,1.866279,1.021085,8.087914,2.995744,4.498343,3.410092,2.32623,0.5441502,5.728065,5.082469
16436,2.018546,-0.1191725,1.181971,5.266247,1.167182,8.687729,-2.855423,3.414194,2.591834,16.22161,4.613574,0.06627724,0.8184981,1.313923,1.146127,2.09017,-0.8340861,7.44934,5.968808,4.495686,2.496699,2.852566,3.24729,5.560946,2.922237
16437,2.562483,0.4108725,2.691179,3.87715,-1.408346,9.723975,-0.05403521,3.019211,4.161899,15.54154,3.155568,-1.520678,0.03828252,1.664483,1.835558,1.262397,-1.163932,9.225285,5.236329,7.424466,2.852624,0.6796429,2.147681,4.543979,5.74247
16438,3.646834,1.672018,-0.4623168,3.73472,0.1029239,6.149368,0.210041,3.131884,3.605375,19.27698,4.256989,-2.545126,-0.6594015,2.251053,1.028951,3.0727,-0.3251356,9.099568,4.499578,6.814869,3.1635,3.481284,1.820698,2.103858,5.038772
16439,1.755254,1.32389,0.5432377,5.60069,0.1603346,7.849671,1.680983,3.753929,4.367267,18.92428,5.545452,-0.5652008,0.5138104,3.051972,1.805074,3.566746,-0.8544858,9.230841,5.733148,6.108792,1.816905,1.738423,1.125001,2.59787,5.611386
16440,2.603414,0.7750911,0.1476215,5.260981,-0.6849408,8.840684,-0.6006014,3.140424,2.811783,17.11628,6.13073,-2.029188,2.076052,2.373597,-0.5810875,1.650563,0.2647418,7.945993,4.167583,6.339102,2.273348,2.416659,1.524087,4.855893,4.781147
16441,2.256593,-0.2021032,1.369454,5.208938,-1.841288,9.62623,0.4418357,2.753571,1.693902,16.81497,5.788276,-0.1505279,0.8992652,2.348532,1.717204,0.188379,-1.105072,9.069322,4.859432,6.258193,4.179615,3.090043,2.001147,1.783184,6.049896
16442,3.706137,1.885459,1.464772,4.796274,-0.1072247,6.246719,0.1194833,3.351382,2.259635,17.90947,4.374131,-1.972321,-0.6285775,1.403146,0.8898195,-0.6239932,0.83134,6.652424,4.286333,4.35037,1.551774,2.238046,-0.6260394,2.868343,4.807574
16443,4.042702,-0.5384694,-0.05881868,4.059363,-0.5312102,6.504941,-1.035945,3.338013,4.938098,17.1415,4.316721,-0.1837814,0.7495363,1.609366,1.558853,-0.3830462,-0.8962991,6.549589,4.046903,4.321696,3.099212,1.495024,0.4402153,2.213865,4.161319
16444,4.138035,-0.376254,-0.4776106,2.157697,-0.3503377,4.740073,-0.9767857,4.79839,1.044515,19.47654,3.587397,-0.8758798,0.3540691,-0.2697094,1.871571,-2.302217,-1.111225,4.889938,3.417253,4.561852,2.664063,2.248938,-0.1862127,0.01534782,1.783683
16445,4.331636,-0.1119671,-0.5775585,3.485387,0.523086,4.696759,-1.552871,3.604727,1.202587,18.747,3.618108,-1.992963,0.6772099,1.35957,2.453624,-1.763385,-0.821105,5.578061,4.486689,4.337751,3.749263,0.3692557,-0.3918522,0.4403358,1.710953
16446,4.432885,1.27885,-0.4841192,2.919295,0.2186474,5.127615,1.469065,3.7296,5.043802,19.64255,1.275349,-3.076528,0.3827956,0.1582089,1.654378,-1.150928,-0.9368421,6.605196,5.788297,4.220503,2.818752,3.046568,1.358205,0.9166888,3.672319
16447,2.551596,0.510179,-1.15615,2.799717,1.022241,8.458154,0.809606,2.564201,4.920268,18.62108,3.107967,-1.78816,0.2012045,0.1356292,0.2971243,-1.819074,0.005024688,5.643847,3.695614,4.115296,1.714858,0.429204,3.150549,0.1672276,3.463241
16448,5.242681,-0.5833089,-1.195387,5.459203,0.2354368,5.643929,-0.4960167,3.631477,4.055692,19.16285,0.68825,-2.223565,0.05325794,0.6629238,1.175189,-0.05925287,-0.2797945,4.938234,4.126832,3.549066,3.174239,2.07022,1.466295,1.438721,3.211014
16449,2.004625,-0.2797648,-1.104437,3.086023,0.4260232,6.261362,-1.667858,3.205619,5.620781,18.11353,-0.06126568,-2.741386,0.131033,1.034102,2.220586,-0.5501509,-0.01442094,7.771378,3.457943,3.730639,2.220694,0.5204791,0.2280253,-0.5075115,4.438766
16450,1.732502,-0.4221136,-0.3622134,4.698676,-1.384898,8.81752,-0.8103023,3.458761,3.457386,18.10363,-2.588617,-3.9128,-0.7057315,0.27095,1.396033,-2.265988,0.9302019,8.893781,5.688951,3.480941,4.365983,1.990123,1.276722,1.901801,5.418111
16451,2.098876,0.1109901,1.63036,5.25362,-0.4034134,7.502381,-0.4130717,2.986946,5.041537,15.67924,1.090165,-1.557793,-2.002363,0.8154514,0.3906517,-0.5518038,0.936231,7.62078,7.750918,2.078107,4.129712,1.868637,0.8395832,1.071665,5.26519
16452,1.059368,-0.9600242,2.660135,4.86163,-1.084628,8.406437,0.2482838,1.564832,3.992639,14.09365,-0.3290935,-2.627151,-0.932883,-0.06404516,-1.254201,-2.404898,0.7433016,9.151118,4.266608,3.855825,5.20493,1.70617,-1.773798,1.157563,4.836802
16453,2.713336,-1.980862,0.8076754,6.602847,-2.228841,6.883715,-0.6099699,2.45246,6.117456,16.80625,-0.4130248,-2.857536,-0.3850011,-0.423642,1.22875,-0.9703395,0.6248838,10.3766,6.385736,2.671031,5.532169,1.464298,-0.08765379,1.73717,6.516057
16454,2.552741,-0.6820739,-0.1215272,3.306519,-0.3212897,6.886066,-1.230371,2.186712,6.546483,17.69063,-1.072144,-3.035226,-2.058566,0.682135,-0.2902649,-0.7751154,-1.053597,8.792036,4.848234,2.722102,4.279297,1.831981,0.9629989,0.1536793,5.841908
16455,1.145727,0.4245065,0.432454,4.893552,-1.148213,9.767043,2.051413,1.650532,4.811158,15.3176,0.5784762,-2.957429,-0.2459186,1.147397,0.6299937,1.057037,-0.9920774,11.08004,6.672468,3.472019,4.335876,2.660739,-1.533965,3.056911,7.624325
16456,2.800223,-0.5088815,-1.444657,5.474195,-1.486575,6.663162,-0.9738773,3.836481,5.886944,17.12598,-0.98121,-1.688631,-1.894158,1.637237,-0.572282,-1.566512,-0.5658948,8.841685,5.826961,3.027724,2.509896,2.81774,0.2555293,3.387801,3.68895
16457,0.6563231,1.019827,0.145786,6.617488,-2.130076,10.76459,-1.584631,2.551163,3.852411,13.19888,-2.508825,-0.630012,-0.5242426,1.99127,-0.2060945,0.8196266,0.2580057,13.05704,7.865036,6.236815,3.839411,2.496776,-0.699333,3.056405,9.397902
16458,-0.1294135,-1.509671,1.685601,5.229133,-4.108844,11.84016,-0.6469054,2.464593,4.373706,12.11544,1.781871,-2.467924,-0.1203293,1.290802,-2.284853,-0.310622,1.06916,13.1599,6.426348,3.643023,5.987885,4.099483,1.429613,2.558571,9.291572
16459,-0.1276066,-1.481696,1.104451,7.185486,-2.187113,9.799559,-0.8184816,3.183834,4.126386,13.45569,1.331766,-2.909247,-2.26508,-0.854959,-1.195255,-1.660903,2.02456,13.05181,6.391447,4.86425,3.491192,1.150152,-0.839725,1.037088,8.500751
16460,-0.1247079,-2.351312,0.9768688,6.575525,-4.009336,11.19136,0.5648059,0.850424,4.426168,13.16827,1.120405,-3.916656,-0.1735054,-1.002763,-0.9135883,-0.07837389,1.302092,15.22052,7.245709,4.718488,5.682284,3.828657,1.017847,0.9569885,11.14018
16461,-0.7574114,-2.224995,2.308812,8.204387,-2.81041,10.52977,-0.8883781,1.097754,2.694602,12.24719,0.7426848,-3.677521,-3.548632,-0.8236546,-2.645881,1.084831,1.828808,15.46982,7.561864,6.546199,4.761363,2.741434,-0.7443142,0.1735847,8.636731
16462,-2.803866,-0.1643119,1.245706,6.133688,-2.247566,8.830527,-0.6627607,1.709789,1.732551,10.45362,2.844114,-1.313666,-3.270291,0.9331618,-2.597046,4.218592,3.00725,13.87285,7.275884,7.839803,4.328062,1.881167,1.291261,0.2009241,10.35769
16463,-0.3258125,-0.2563789,1.212113,5.886209,-2.427562,9.957257,0.2994789,0.1707806,1.974907,10.40454,3.242359,-2.699162,-2.037785,1.940991,-2.595373,2.049659,1.986191,12.76718,8.038645,6.124122,4.877792,2.728058,-0.5392019,0.8977817,8.531516
16464,0.08943053,-1.339723,1.886692,6.920923,-2.958987,10.64832,0.9804212,0.3131214,2.382382,7.796334,3.632293,-3.156132,-2.526218,0.2109506,0.2928977,3.886764,0.3406256,14.42904,8.694541,6.143304,5.287182,4.211882,0.5847679,-0.1686022,9.709869
16465,-1.332099,1.346781,2.008227,5.892585,0.1959076,9.546555,0.3171243,0.1102768,-0.4896395,7.897949,3.833441,2.180478,-3.846357,2.89285,0.01539473,2.574816,0.2227158,14.1627,7.434144,8.934808,5.395849,6.61101,-2.278318,1.374064,10.49263
16466,-2.130558,1.152149,0.08673242,5.704274,-1.402966,8.733739,1.757399,0.1545168,0.8879233,8.269156,3.288286,2.257207,-3.312065,3.421453,-0.4778628,2.44495,0.931998,13.23032,6.999025,5.582461,3.156327,4.709338,-0.4725933,2.109621,9.242552
16467,-0.574618,0.06710278,2.787343,5.003691,-2.378392,9.372493,0.6088426,1.534516,-0.9269112,7.435884,2.274403,-0.08289736,-2.590894,2.40958,0.8459203,1.624578,1.904354,13.8181,7.627924,7.33005,4.411043,5.289983,-0.6237828,-0.1067938,9.329105
16468,-0.8726376,-1.076607,1.695623,5.277335,-3.32127,11.05337,3.003629,-0.3005969,1.760585,8.497878,2.808214,-2.730687,-2.874012,0.3736064,-2.517013,1.047858,2.349167,14.47198,6.617504,6.906497,4.569974,2.856704,-0.3594461,0.002428147,9.482388
16469,-1.077345,-0.9427477,1.032419,6.128215,-3.401941,11.33034,1.415116,-1.051072,0.9952976,8.233663,2.146444,-1.031424,-3.322152,1.101754,-0.9055379,3.569154,2.179874,14.9531,7.733339,6.718109,3.896483,2.731367,0.6343124,-0.2831961,11.07027
16470,-3.02897,-1.557435,0.6224651,4.459022,-3.141546,10.44617,0.8247837,-0.04484856,-0.1098904,8.097616,0.4365843,-2.237464,-3.145775,0.08019824,0.6367041,2.117201,0.4375464,15.55119,9.300769,4.424821,5.7896,3.409566,1.598259,-1.428209,10.56533
