Frame,C00,C01,C02,C03,C04,C05,C06,C07,C08,C09,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24
1563,9.305103,1.923854,0.6536751,-3.846302,5.001062,0.3702379,-2.703761,5.313523,6.289869,20.36057,-1.072842,-1.70476,-1.583319,-1.597616,0.5761086,-1.817127,4.032423,0.05288975,1.861042,-2.755066,1.055587,0.4854015,21.35509,1.188358,0.182037
1564,9.298339,1.458428,0.01606529,-2.859694,5.030112,0.4643137,-1.525584,3.690769,4.875081,21.00887,1.550683,-0.2595707,-3.762191,-1.355507,-0.06320535,-1.654206,2.514,1.162541,0.3276621,-0.9793745,1.380097,1.723174,24.34412,1.484167,-0.1638914
1565,9.639113,2.310357,-1.126641,-1.616298,4.113196,0.0897254,-1.98996,2.498587,6.019503,21.59101,0.8581685,-0.8748324,-1.152323,-0.682218,-0.630334,-0.1250365,4.127732,1.300425,0.5183835,-0.773774,0.6650165,2.216283,25.21483,0.3738818,1.645377
1566,10.43188,3.1131,0.1305038,-1.21266,4.370592,1.781906,-0.5538314,3.010589,5.248546,20.79261,-0.005969569,-0.02628477,-3.958495,0.09596322,-0.8696002,-0.8487608,4.839544,2.560446,-0.2046802,-0.862699,0.1802184,2.141088,25.82813,-0.9251495,2.102121
1567,7.791958,2.349494,-0.289133,0.651521,3.858887,0.9087115,-0.9462,4.181246,6.142442,21.05678,1.495265,-3.217683,-2.714734,-0.7468473,-0.3790089,-2.464514,1.17433,1.588845,1.294009,0.6427322,2.14315,1.893107,23.1964,-0.1440906,2.780591
1568,6.974084,0.4162593,-0.7879648,-3.020953,3.76247,0.8303767,-0.08131512,1.551769,6.185337,20.46485,-0.03175675,0.8236409,-0.3678699,-1.16655,-0.1224282,-1.533248,1.841477,4.177169,1.833984,-0.8575196,0.5194555,2.618303,20.25237,0.1270722,3.609244
1569,8.451316,3.088378,0.6538104,-0.2222049,7.049635,0.9692383,-2.530079,4.671394,5.055497,21.4397,0.2596184,-0.2478426,1.916109,-1.762004,1.31274,-1.170121,5.202177,4.480513,3.204258,0.08438241,-1.323714,2.458709,18.92224,1.69294,2.171884
1570,7.332943,2.356751,0.4518164,-0.1116231,5.578639,2.133892,-3.287078,2.145247,4.560107,18.55139,0.1262969,0.8694427,11.40774,-0.8857384,1.950653,-1.071921,4.862984,2.439339,3.019586,0.3768858,1.857679,1.598407,17.08902,-0.6408323,2.462599
1571,7.48184,2.171658,-0.336779,-0.980126,7.220898,0.2778639,-4.420443,4.605458,3.022481,20.3545,8.998445,-0.07095995,14.89826,-0.7156217,-0.2263027,-0.9217647,5.574506,1.368204,1.841385,1.062416,1.862582,2.010817,15.89555,0.2363022,2.028095
1572,8.866252,3.911084,1.119728,0.2145177,7.577882,3.122256,-2.914334,3.094735,4.867815,20.84146,15.18126,1.251265,18.52422,-2.206233,0.8351552,-1.211642,4.193566,1.588219,1.105759,1.037536,-0.4239945,1.457444,13.92289,-0.9996286,0.4645641
1573,8.414174,3.292568,-0.2544708,-1.159792,4.676378,3.666517,0.09071453,3.125933,3.226879,19.42195,21.13938,1.572755,16.9202,-0.6819796,1.701158,-0.7419809,2.98581,2.93821,1.769555,-0.9699336,-0.03485761,3.383914,13.76236,-1.47462,1.888219
1574,6.231024,3.186704,1.331622,-1.017445,5.581723,3.039624,-0.3844732,1.487203,4.255336,20.08238,18.24103,-0.2444832,15.02306,-0.4374886,-0.1419302,-0.2102751,2.120506,3.770805,1.461395,-0.7296885,0.5490662,4.320951,12.48136,-0.7506518,2.371193
1575,7.785852,3.661867,0.6094658,-0.3466841,4.484097,4.123324,-1.635182,3.087533,3.409455,20.59577,16.53825,0.1110157,14.48467,0.211638,2.790831,-1.963511,3.752605,2.851473,2.262425,1.189999,1.117317,6.335845,10.74775,-1.424036,0.7217509
1576,8.2016,3.539296,1.373909,0.3027462,5.71253,3.493678,-3.336311,2.9666,2.92036,19.59685,16.5407,4.921381,14.11543,0.9138598,1.839057,-0.2718721,4.111349,3.388494,1.51009,1.259039,-0.9959171,3.587403,11.0508,-0.4110369,0.9115233
1577,10.83529,5.12886,0.4040214,-3.571032,7.219578,1.074155,-0.9564863,3.657633,5.191007,21.59859,16.62178,2.596957,12.07879,0.58092,0.4375302,-2.687619,4.839598,-0.7811077,-0.5479068,0.2805682,-0.4866742,2.234962,7.309466,-0.6541334,0.4337845
1578,8.317533,7.561777,1.221863,-1.989735,6.644062,0.6109478,-2.335321,3.381718,4.888941,19.9653,15.22031,1.773121,10.32366,-1.104054,0.6074567,-1.094563,6.333332,1.411175,1.48588,0.7070486,1.668244,2.610325,8.163051,-0.207648,0.7834565
1579,9.296386,11.45894,0.7936612,-0.9295942,7.547221,1.847511,-2.684114,3.548495,4.588745,19.69219,14.52874,-0.2136673,7.565973,1.112787,1.146641,-0.4109064,3.689406,1.572219,-0.7149996,-0.2173244,0.0004815172,2.367226,7.610211,-0.7306148,1.690133
1580,7.595669,13.93013,0.3733914,-2.224987,7.437625,2.348712,-1.565378,4.112166,4.138298,21.84889,12.78474,0.2034357,6.610107,-1.501237,1.875385,-3.145848,2.18842,2.913106,1.586952,2.590241,-1.103059,1.278102,5.853696,-0.7044143,1.318889
1581,6.517653,12.0571,-0.6727683,-1.093377,9.98341,1.548041,-0.3814016,3.078355,4.611911,21.10409,10.84743,-0.3430336,9.514456,-0.4417088,1.083774,-2.789287,4.208261,1.25519,1.112734,1.41055,-1.744697,1.105918,4.697966,0.4836962,0.7351573
1582,8.014962,11.49426,-1.037427,-0.4858691,9.969584,2.839404,-0.3138017,1.304539,3.07154,21.54109,8.326013,-0.5733603,6.274877,-1.355515,1.457505,-0.978898,2.733496,1.666795,0.1415823,0.8987843,-0.03033025,1.431843,5.519248,1.917071,1.485073
1583,7.226511,13.46256,-0.3130181,-1.210604,9.924245,3.327608,-2.179967,0.481635,5.012189,23.77977,6.484645,-2.105139,7.177059,-1.815864,4.76017,-1.881541,4.293939,2.745483,1.549685,4.871107,1.635789,2.536754,3.536743,3.146812,-0.4823011
1584,8.495488,12.88764,0.7824987,-3.501124,11.55785,0.438821,-1.445935,2.047209,4.326829,24.03572,5.955354,0.1706916,5.586324,0.2398013,3.033509,-0.2811277,2.528804,1.141683,3.168751,3.932108,0.5972979,0.326298,2.563452,2.96455,-1.306132
1585,8.749529,9.623399,-0.5928726,-2.983566,10.0445,1.162565,-2.253689,3.420874,5.152776,23.64004,5.565994,-2.049064,3.44486,-0.7716919,2.731915,-3.587957,2.788485,0.4553608,2.01491,1.717023,0.02385442,-0.556223,3.031296,2.862538,-0.4195851
1586,8.781672,9.11926,0.7630984,-2.484521,8.702221,1.176758,-1.44333,1.637771,4.202346,21.57788,3.551026,-0.5111808,4.363283,0.2098122,2.571452,-0.6007791,2.842838,1.246795,2.150124,1.44608,1.154609,0.5450847,1.980221,3.23719,-0.9511712
1587,8.457095,9.814579,-0.1504215,-1.239875,8.710004,1.599158,-0.4024116,2.202918,6.131446,23.92336,3.312654,-1.563905,2.512868,-0.9294358,2.943879,1.320972,2.608022,1.620078,2.188728,0.01671434,1.819995,0.926995,2.58389,1.908304,0.9463066
1588,8.334199,7.52011,0.3691169,-2.925718,7.928428,1.577662,-1.303402,3.392264,3.4241,20.52055,3.746016,-1.971779,1.51004,-2.406615,2.727167,-1.241047,4.674831,0.2147858,3.339395,1.046585,0.90864,0.2403166,1.664756,3.103173,-1.557273
1589,8.600432,6.214592,1.628923,-2.85093,6.929326,-1.897861,-0.6473789,2.394992,4.539346,23.37051,5.156267,-3.611291,2.370075,-2.438429,1.144261,1.067016,3.81805,-0.89906,3.194226,0.0231815,-0.240112,0.9642126,2.089095,1.307229,-0.148009
1590,10.19235,4.565581,-2.058953,-2.510097,4.974288,1.500618,0.5067963,2.913095,4.811406,22.85851,3.732225,-0.4161938,0.6089284,-1.156639,1.659788,-1.049944,2.885842,1.547444,3.206814,-0.3808466,0.4823959,0.3853786,3.363844,1.354217,0.5057612
1591,9.930975,4.400264,-0.6878987,-1.966219,5.430359,1.603639,-1.559726,2.75069,4.265028,22.46687,3.690096,-0.9594274,3.270207,-1.900145,2.20011,-1.844965,4.077219,2.617255,4.702824,0.3302362,-0.8725988,1.116595,1.875608,0.8162831,1.852255
1592,8.473939,6.181295,0.8853163,-0.1453273,4.586581,2.692265,-2.510149,1.315521,4.394249,20.30028,4.439629,0.7610606,2.058903,1.122636,2.002393,-0.7561675,3.547882,3.851905,3.42976,0.293937,2.84148,1.792001,3.02709,1.83818,1.454931
1593,9.717432,5.177527,0.2281886,-2.640386,4.630642,1.207894,-1.83483,2.955413,5.214629,21.12929,4.087831,-1.356152,1.120293,0.1839599,1.856346,-2.024794,0.8680923,2.353805,2.321185,-1.957328,-0.2962193,2.379952,1.587177,2.903926,2.083443
1594,9.046938,2.901538,-1.092984,-0.5923194,5.844599,1.929546,-2.957102,2.79227,5.131126,19.96701,2.301405,-1.807564,-1.634244,-1.455814,2.473346,-1.845358,2.12007,2.859604,3.111263,-0.4838514,0.8162427,0.7988896,0.2621204,2.621661,0.5815805
1595,8.586281,4.484828,-1.607329,-3.484622,5.333319,1.005199,-1.935928,3.030276,5.797535,22.07202,2.20675,-2.50209,0.5962082,-0.4599457,0.9580507,-0.6661221,3.163747,0.749305,2.32918,-1.208176,1.46792,-0.4214218,1.726543,3.949019,1.156909
1596,9.606844,3.253725,-0.5876054,-1.9209,4.952944,2.234874,-1.018088,2.382467,4.367922,20.52281,2.578489,-1.097726,-1.073706,-1.022762,1.936381,-0.6058332,2.431386,1.422591,1.718221,-0.2955291,0.4408417,-1.998113,2.911308,2.387382,-0.1326408
1597,10.58453,0.9946273,-0.9716903,-1.760198,3.184381,0.7874157,-3.534098,3.351453,5.027515,21.31331,1.201351,-0.3928612,0.9511796,-2.192039,0.3627751,-0.8671292,2.043144,1.476647,3.185812,-1.552858,1.256635,0.733735,4.167004,2.579816,0.1422662
1598,7.458074,5.706069,0.2371126,-1.951366,6.407524,0.7596332,-2.215356,0.8560583,4.03877,21.3311,0.1208508,-1.653245,2.463384,-0.05439118,0.6240312,-0.5173837,1.961427,2.461329,3.10279,-1.302782,1.883069,0.8403761,2.92455,1.316451,0.8659672
1599,8.370214,4.911127,-0.655193,-2.086174,4.961305,4.251356,-1.335468,2.914406,6.1363,20.83761,2.002748,-2.896568,1.713221,-1.953851,-0.166966,-0.3180808,2.323638,5.41247,3.553122,-0.4993038,2.309388,0.5547591,3.818535,2.305048,3.47274
1600,8.143703,4.606004,-1.648458,-1.248613,5.069802,2.277745,-0.684832,3.174613,4.315702,20.7553,1.408731,-1.029161,2.416412,0.2489136,1.728473,-0.592271,2.741821,2.822553,4.46398,-1.060102,2.127066,-0.9861126,1.145711,0.872578,2.414678
1601,8.93761,5.505516,0.1909532,0.6202327,6.389546,1.899799,0.4051134,3.071136,3.176365,22.3263,1.253688,1.268274,2.856001,-0.2859084,2.147777,-1.004245,5.516329,3.194552,4.366086,-0.1584058,0.5150463,0.2956208,1.206311,5.979513,2.357816
1602,8.852051,8.012631,0.05109575,-1.492875,8.612427,4.736057,-2.031226,2.583478,3.737036,21.67158,2.06687,-1.623666,3.198453,-0.4609606,1.253418,-0.8391962,1.520391,2.928533,3.123272,1.320204,2.490166,2.197577,3.225644,23.4621,1.714875
1603,9.257775,6.756333,-0.4852035,-1.726022,7.272178,3.490942,-0.2752636,2.468395,4.70185,21.11317,0.8214343,0.6779763,0.4730937,0.009051803,2.067341,0.8436326,2.634234,4.085929,4.760194,0.01266971,2.419546,2.890655,4.383579,29.78208,2.407501
1604,9.057206,6.464126,0.5377057,-0.4042516,7.37487,5.243924,0.2997868,2.052755,2.733075,19.74434,3.170065,1.15358,1.942297,1.583742,0.2386982,0.8117097,2.709217,3.608697,4.229623,-2.341893,1.360736,3.050244,1.922791,23.61894,2.244472
1605,7.848598,5.175797,1.35223,-0.8656071,4.012999,5.35432,1.241404,1.47233,2.918495,18.42398,4.007972,0.8145476,4.52363,-0.5234081,1.249308,-0.7795916,4.730658,4.531203,2.698219,-0.9105383,1.406229,3.01911,1.123215,17.06768,0.1908508
1606,9.296541,6.03039,1.661841,-0.8110253,6.466149,1.880084,-2.131971,2.692735,5.145723,20.24891,3.04738,0.03066363,1.264914,0.6658923,1.152718,-1.283514,4.623237,2.171651,3.103923,-0.9329308,1.794116,1.666208,0.728816,15.74628,2.138134
1607,8.548887,3.61717,2.158667,-2.177201,5.552875,3.584084,-1.347498,2.708117,4.035102,20.22814,0.3274805,-0.7858816,1.645871,-1.80061,2.141221,-3.268774,3.647074,1.24226,3.399514,-1.679076,0.352296,0.5674123,0.32851,11.01769,1.173633
1608,10.03532,3.056643,0.8190782,-0.3279605,5.869696,1.781504,-2.117293,3.321265,4.928613,21.31046,-0.5458978,-2.039158,1.22781,-2.361867,1.814352,-2.208265,2.407579,2.22203,3.42298,0.8791156,1.417122,0.8729677,-0.09114639,9.81341,0.586935
1609,10.71728,2.229884,0.6957799,-1.158503,5.037873,1.078988,-2.416278,2.975412,6.327597,21.47662,-0.3269115,-0.2029701,1.639725,-1.10764,0.9594851,-1.932999,1.276693,2.780296,2.834952,0.9862666,2.528432,1.095549,0.5667582,7.046538,0.5432254
1610,10.09655,2.793976,0.9146456,-1.675718,6.228807,0.9784172,-1.909069,3.742907,3.338016,19.79159,0.5330775,-1.505132,0.3920787,0.2667272,0.5604239,-0.4875571,1.362766,0.552374,1.163868,-0.3543365,1.229867,-0.4833036,-0.3146693,6.781597,-0.2705632
1611,9.201098,1.647225,1.100767,-2.455364,4.569356,1.124566,-2.688468,2.507132,4.54518,21.50484,-0.482683,-0.9468195,0.03079688,-2.119014,1.408555,-1.018058,1.315326,2.074535,2.652328,0.2025456,1.313374,0.637633,-0.9540128,4.205778,1.004007
1612,9.873235,2.364186,-0.5977519,-2.67853,4.108312,2.219396,-1.311778,1.848994,4.300041,22.25485,-1.39669,-0.02593994,0.464979,0.9515374,0.6070065,-0.5541121,3.397788,0.818474,2.082868,-1.31799,2.044262,1.81165,-0.8516535,3.65464,1.351593
1613,8.517532,1.115449,0.9783539,-2.611008,5.091902,-0.02657516,-2.845029,2.551621,4.0982,20.79841,-0.7177354,-1.10812,1.356711,-1.285279,0.04352165,-1.633547,3.126398,0.9463917,2.831509,-2.981701,1.437917,0.8886387,-1.926208,3.413311,2.662388
1614,8.425394,0.350077,-1.35855,-1.122973,4.634935,0.6709168,-1.650111,3.549595,3.171845,20.46627,-1.29181,-2.804732,0.9378545,-2.769244,-1.486144,-0.9529508,2.707622,0.1480765,0.6575987,-0.6821436,0.7699977,-0.2932681,-0.4752765,4.835747,-0.7613592
1615,8.573227,0.8198194,-1.098706,-2.314829,3.492673,1.870544,-2.924409,3.087267,5.498413,20.5757,-2.328058,0.4534333,-0.7656484,-1.136548,1.249337,-3.630277,4.504917,1.731541,2.977176,0.6329852,2.916209,0.2646441,-0.06041261,4.349817,2.0502
1616,7.763765,2.084495,-0.9212132,-0.5749832,5.623394,2.036698,-1.802891,2.038541,4.360215,20.45344,-1.475054,-0.8607297,0.9349173,0.3130827,0.4953519,-0.02334621,3.901012,2.009776,2.936369,-1.709749,2.633471,1.406762,-1.409559,3.833752,2.059346
1617,9.739232,1.699086,1.335753,-0.5249112,4.123783,1.221686,-1.865106,1.862995,2.360939,20.76662,-0.3153565,-1.298226,1.348787,-1.428098,-0.9008823,-2.02681,4.708264,2.080112,3.387184,-1.736954,1.441767,1.075104,1.746666,2.179302,1.447634
1618,10.34673,2.992987,-0.1641162,-2.177824,4.936807,2.52597,-1.633354,2.302304,5.603563,21.44423,-0.3683558,0.4209753,0.9114825,0.3763994,0.5977353,-0.07953791,3.701845,2.787175,3.280684,-0.6144872,1.28009,-0.4522357,0.1721189,3.022472,2.190347
1619,8.025772,2.410806,-0.3074037,-1.515266,4.665324,3.793091,-0.1257773,-0.7765378,3.910291,20.34355,0.2543873,0.139264,1.653851,0.3182356,-0.0929627,0.09703267,5.539416,2.737112,2.444292,0.2731879,1.720665,-0.01916265,1.658627,3.746475,2.261632
1620,8.384611,2.231717,0.808459,-0.6237159,2.928385,2.762825,-3.20158,1.658767,4.592057,20.29693,1.181504,0.8097443,-0.4791813,-0.2115167,1.871531,-0.6086501,6.762884,4.046027,3.924988,1.083624,1.376624,1.455979,3.495973,1.401149,3.089407
1621,9.753369,3.183331,-0.6188532,0.225454,3.893759,1.966684,-2.418525,3.249012,5.523328,20.77723,-0.9724231,-1.546328,-0.4091669,1.153733,0.9076096,-0.9827081,6.910596,4.757025,2.974271,-0.661861,1.855544,1.379731,1.537187,2.69651,2.209016
1622,7.964765,1.117692,1.365342,-1.817145,2.893075,2.025049,-1.756564,3.289788,6.080912,19.60734,0.3771017,-0.9481468,-1.153398,0.6641646,-0.1422801,0.2605932,15.8889,5.2,3.368847,-2.049292,-0.08022375,0.1524199,0.2597836,1.249246,1.757547
1623,6.773276,0.3369294,0.9972081,-0.9481058,4.861333,0.9449804,-2.447555,8.10341,4.642327,20.16218,1.017131,-0.9800002,-1.91775,-0.7837514,1.276195,-0.8592255,27.0585,5.433042,2.628041,-1.407944,-0.01221448,-2.416287,-2.329952,-0.2302994,4.747803
1624,8.263114,0.9768444,1.742614,0.9538134,2.734073,1.565392,-3.59982,7.401677,3.141218,18.08611,-0.4877929,-0.6559029,-3.288867,0.1402966,-0.2402739,-1.602902,31.49904,5.883486,2.99791,-1.467218,0.8812475,0.194989,-0.7139754,-0.2132061,6.865199
1625,9.365968,1.315871,2.154901,0.4925542,3.863022,1.065538,-4.545403,8.520171,2.68341,17.73629,0.3100931,-0.2180168,-3.575855,0.5843478,2.274748,-2.431043,31.71946,4.305806,3.270312,-1.997392,1.007421,-0.9743768,1.561137,-0.5567492,12.38579
1626,7.816175,2.024379,1.022699,0.02988357,4.110884,1.222843,-3.514545,5.723567,1.144598,16.62921,-0.368396,-1.976894,-0.6588529,1.459641,1.61109,-2.375391,35.99451,3.469386,2.264033,-1.025868,-0.2658113,-0.9946291,-0.6308349,0.7994519,13.16249
1627,9.303604,1.545198,1.637268,2.778107,3.463239,1.778726,-3.191361,5.182196,5.256173,17.35505,-0.3512826,-1.3632,-2.940663,1.319565,2.418372,-2.41332,36.41675,4.776251,2.741463,-1.793551,0.2575726,0.4515249,-0.1795303,-0.796598,14.00767
1628,6.873902,1.497947,1.285495,1.607815,3.798337,1.512589,-3.377517,3.822725,3.216677,14.8422,-0.3799979,-1.620899,-2.189566,1.039403,0.4448572,-3.438421,42.83797,4.203881,1.185943,-0.02672612,1.671253,1.613667,-1.310189,-0.0664009,12.27115
1629,7.905816,1.30291,1.951255,-1.17867,2.025967,0.8154699,-4.899058,4.000629,4.100584,14.94039,1.20139,-2.306543,-1.27801,-1.744033,-1.038571,-2.403698,43.51727,3.95987,-0.05456656,-1.001229,2.107465,1.449735,-4.180596,-3.181592,9.608469
1630,8.673313,0.533731,1.248368,0.8124871,3.292492,1.819643,-4.216352,4.217971,2.85634,15.61813,-0.4429447,0.2447481,-1.871478,-0.6866304,0.7666548,-3.514374,47.15841,3.669304,1.133509,1.211994,1.26721,0.9084661,-2.9363,-1.254605,8.534228
1631,8.081647,2.09079,2.769938,-1.441197,3.85528,0.505759,-3.990398,3.33781,4.011232,16.40847,1.806815,-1.166764,-2.903504,0.7339709,-1.7691,-3.606384,47.10883,1.989073,-0.2343236,0.4081118,2.122988,0.9912023,-3.725798,-1.205741,8.423857
1632,8.030582,0.3780311,2.611932,-0.8561459,4.786255,0.5344468,-3.678878,1.964624,3.677248,14.80368,0.6699024,-0.6352348,-3.885332,0.01657508,-0.06241637,-4.386524,43.08162,2.574942,1.855562,0.008073627,2.653563,-0.7435722,-2.223023,-1.756735,8.151893
1633,8.299021,1.384325,2.233814,-1.208103,5.116347,1.704854,-3.274068,1.983196,3.7356,14.52585,1.570141,0.7441747,-3.164144,-0.489077,0.9442461,-3.473334,38.08128,3.118328,-0.1293582,2.533423,-0.0188373,-0.3062482,-2.572974,-2.295525,5.827034
1634,7.93673,-0.7523655,0.6265651,-1.595802,3.11964,1.30706,-4.387713,4.690819,5.130979,16.6568,2.509466,-0.8586186,-1.436449,-1.793345,-0.8050033,-1.799491,36.29374,1.767326,0.2000656,-1.450963,0.9386307,-1.426102,-1.351965,-0.5776817,7.58096
1635,6.74036,0.7100289,1.794061,-1.356055,3.531113,0.4345445,-5.108538,4.264463,5.115617,14.80095,3.289064,-1.126091,-1.545157,-0.6993697,-0.9269962,-2.353462,37.49245,1.336385,0.3051549,1.84531,2.812471,-2.307388,-2.069407,-0.7474108,4.921394
1636,7.718182,-0.1565155,1.042726,-0.767288,3.071202,0.2682727,-3.116545,4.163654,3.478044,12.91446,3.137762,0.8115693,-1.247633,-0.6590123,-0.2515094,-3.38374,34.0117,2.58848,1.23607,0.4436339,1.773838,1.963605,-0.7534156,-0.7306065,5.602073
1637,7.581949,-0.9816178,-0.1201892,-1.874177,4.180655,2.638105,-3.675576,5.034961,4.083375,14.13362,1.459405,0.9433547,-1.026953,-1.751442,-1.404692,-2.593063,28.86261,2.748016,-0.1100045,-0.9096878,1.458392,-2.116043,2.059963,-1.477193,4.584702
1638,7.74122,0.1470756,-0.1187809,-3.184129,4.135864,0.1589276,-2.569605,3.616948,5.087549,15.94933,-0.4552737,0.1272622,-1.202686,0.6076195,0.01389754,-2.3342,28.53657,1.577403,1.15016,-0.908264,0.1195771,-2.005795,2.077995,-1.209891,4.302533
1639,8.990536,-0.6746172,0.2544576,-3.956273,5.451989,1.019274,-3.652306,3.061981,5.001403,17.5683,2.567843,0.1697554,-0.0482592,-0.6331768,0.3720317,-0.4691217,27.0554,0.7679572,0.5406443,-0.09450938,1.322672,-0.6078641,2.517535,-1.715552,2.853149
1640,8.078908,1.377739,-1.083045,-1.65218,6.014482,0.8726544,-2.02288,2.930081,4.450216,17.55768,2.59658,-0.07770671,-0.3836183,0.5503016,0.5498086,-1.695997,23.59904,2.482698,1.523611,0.162292,1.219163,-0.4432693,2.988881,0.5189273,3.865859
1641,9.694067,-0.9033191,1.075227,-1.070029,4.300727,3.763274,0.5823121,2.167021,5.078644,18.08867,2.306427,-0.6271792,-2.304321,-0.0163222,-0.6506561,-1.845301,20.99298,2.646312,1.332019,0.7206359,1.550007,-0.4304684,3.144618,2.046661,2.243919
1642,9.532865,-1.011902,0.0570806,-1.783291,5.358734,-0.4317415,-3.335124,3.570639,3.079409,17.68833,2.444065,-3.041918,1.421393,-1.494048,0.8170915,-1.526881,19.93248,1.018716,1.340236,1.534572,-0.296004,-2.120459,4.868911,2.20828,3.805017
1643,9.838706,1.934672,-0.2611806,-1.742674,6.560161,0.7335846,-2.576275,5.831692,6.76346,18.94226,1.309827,0.2267007,-1.643629,-1.184689,1.360288,-2.464575,17.59858,0.7260672,1.122656,1.835399,-0.2438301,-0.7060085,8.206141,-0.1729114,3.832936
1644,8.19332,4.178012,1.112972,-0.569713,7.570714,-0.1431513,-1.641388,5.206749,4.427154,17.4167,2.32579,-1.810646,0.5521633,-0.9151624,1.073688,-2.143552,16.28364,1.297178,0.1250507,1.232268,3.495247,0.09732748,10.86734,1.308627,2.656169
1645,6.755032,4.61352,0.05642843,-1.158631,8.347962,0.9675079,-1.345675,3.873373,3.757998,16.42255,3.902698,-1.252569,1.629519,-0.6409824,1.295922,-2.614493,17.76839,3.039898,1.468213,1.191442,-0.8359916,0.7339483,16.49256,1.3238,4.420551
1646,7.847023,2.105535,0.8252674,-0.5644291,4.931659,1.20772,0.2401932,4.455742,2.487572,15.48719,0.9058172,-1.605252,1.979163,0.4629808,1.70261,-0.066419,13.90632,2.819206,0.9032912,0.3740084,0.4251756,-0.3794707,15.06239,1.668435,2.348061
1647,9.595217,0.5891382,0.2598065,-2.339833,7.408265,0.9036278,-1.029927,5.10365,5.189897,18.13849,-0.6409113,-2.09335,-0.8333085,-2.993825,-0.1344824,-2.602172,14.79191,0.6052004,1.566147,0.4154926,0.5568799,-2.807014,13.67485,0.02647896,3.757482
1648,8.082628,1.139267,2.061052,-3.155219,6.034382,-0.5686699,-1.113942,3.400211,4.687617,17.7865,-0.552877,-1.458786,-0.4975889,-1.094274,1.217327,-1.055746,14.73408,1.330193,-0.9593722,0.1896306,3.464512,-2.136744,12.87981,-1.516396,3.246926
1649,9.972192,1.992067,0.6720798,-1.161119,5.613015,1.050583,-2.408474,2.574914,4.790524,17.71197,-1.269817,-1.779204,-2.293061,-1.720778,0.1917596,-0.5486226,13.3037,2.844085,2.286728,0.1897545,0.9416999,-1.118593,11.43686,-0.6766053,1.784642
1650,8.803994,1.349329,0.5160854,-1.393264,4.748968,0.3425857,-1.202735,4.538998,4.443015,18.11674,-0.7725996,-1.320198,-0.9213524,-1.069165,-0.09771363,-0.7254264,13.63749,2.465937,2.048433,1.042828,-0.02863155,-1.141095,13.57634,1.589784,2.811945
1651,8.964041,0.3159536,0.5724505,-2.492711,4.587461,0.4272485,0.5792381,4.068034,5.454312,19.79788,-1.319263,-0.6750019,-0.6703593,-2.612488,0.9365059,-1.518638,11.51121,1.709391,1.973932,0.08515102,2.058444,-0.5891051,9.492924,0.9492057,2.828516
1652,8.801244,0.8767729,-1.244852,-1.143944,6.742963,0.3543769,0.7081661,2.576875,6.514681,18.84729,-1.22781,-1.511857,-1.4909,0.1440932,0.8941389,-1.656077,11.13619,2.579396,2.103324,-0.8016677,1.216812,-0.2919124,8.865228,-0.4293564,3.593159
1653,8.127784,0.8160092,1.742809,-3.012717,6.999886,-1.979536,-1.677289,3.325611,5.176066,18.11868,-0.2120369,-0.9491721,-2.353973,-2.220278,-0.481698,-0.6925839,11.14684,0.6803073,-0.2345678,-2.133801,1.012399,-1.509265,7.485987,0.8541772,2.612419
1654,7.930423,0.8805893,1.691495,1.184187,4.408961,1.647675,0.2934212,-0.5598814,4.572472,17.36308,-1.12852,-1.634425,-0.6557934,-0.02599845,1.249263,-0.3893973,9.955378,5.175139,3.026067,0.7892283,2.109926,0.535714,5.391371,0.5529793,4.543905
1655,8.615352,1.637113,0.02158856,-0.4577964,6.335686,2.006599,-1.685745,2.040674,4.167144,17.90444,0.4338521,1.753418,-2.244912,-0.8534325,0.9225768,2.763164,8.480465,3.793265,3.068815,0.58823,0.3561015,-0.9769974,6.710475,0.2339633,2.886646
1656,9.460808,0.8108603,-0.3824516,-1.796419,7.077182,0.6715471,-2.065168,1.46697,4.394858,19.24208,0.7649608,0.1750033,-3.204871,-0.5201742,1.70905,2.229759,5.564378,2.978815,1.651661,-0.6090673,-1.092635,-1.416384,5.716876,1.709089,3.114762
1657,8.031979,-0.6844493,-0.04494524,-3.166119,6.193076,0.626624,0.111995,2.322196,4.716876,20.23227,-0.9835044,0.4513475,-2.269223,-1.455291,0.02855799,-0.9046187,7.935129,1.919331,0.8708613,-0.6785498,1.10131,-0.7079264,6.209909,1.713463,2.247959
1658,8.225399,-0.2217641,0.1032057,-1.689481,5.299859,0.5066221,-2.012964,1.612642,4.799302,20.5723,-0.3552634,-0.9693669,-1.590566,-0.272728,1.235063,-0.06198207,7.151616,2.518889,-0.2203815,-0.4061536,-0.008305949,-1.845209,5.607283,0.05841399,2.259704
1659,7.368084,0.3805574,-0.9824691,-1.836656,6.200304,0.05252486,-1.267443,2.177103,4.908281,19.45219,-0.4623003,-1.657979,-0.5215693,-0.7948593,-1.637907,-1.626546,7.953788,2.807458,0.4163091,0.3165592,-0.3221396,-0.9633384,6.458826,0.9961656,1.894505
1660,8.208497,2.03552,-0.1992999,-1.847351,5.266948,0.0900562,0.4605216,0.6343058,5.369003,20.13055,-0.665476,-3.144624,-0.8540187,-0.747379,0.4752964,-0.4092148,6.874783,1.493261,1.845886,0.04806636,-0.1329272,-1.14078,7.613014,0.4641676,3.033746
