"Evnt_Time","Evnt_ID","Evnt_Name","Item_Name","Alias_Name","Group_ID","Num_Args","Arg1_Name","Arg1_Value","Arg2_Name","Arg2_Value","Arg3_Name","Arg3_Value","Arg4_Name","Arg4_Value","Arg5_Name","Arg5_Value"
"1621.515","32","Whisker - Display Image","Bussey Mouse Operant Mode 2 x 1 x low","Images","10","2","Position","1","Image 1","0",,,,,,
"1621.515","32","Whisker - Display Image","Bussey Mouse Operant Mode 2 x 1 x low","Images","10","2","Position","2","Image 1","0",,,,,,
"1621.515","29","Timer Event","Presentation_timer","","10","1","Value","0",,,,,,,,
"1621.515","21","Group Change Event","Group Change","","10","1","New Group","12",,,,,,,,
"1621.572","39","Input Transition Off Event","Tray #1","","12","0",,,,,,,,,,
"1639.815","30","Touch Down Event","Bussey Mouse Operant Mode 2 x 1 x low","","12","2","Position","1","Image 1","0",,,,,,
"1639.816","1","Condition Event","S3-Free-image touch=small","","12","0",,,,,,,,,,
"1639.816","3","Output On Event","TrayLight #1","","12","0",,,,,,,,,,
"1639.816","7","Pulse Output Event","Feeder #2","","12","1","Duration","0.3",,,,,,,,
"1639.816","7","Pulse Output Event","Sound_On #1","","12","1","Duration","1",,,,,,,,
"1639.816","34","Whisker - Clear Image by Position","Bussey Mouse Operant Mode 2 x 1 x low","","12","2","Position","1","","-1",,,,,,
"1639.816","34","Whisker - Clear Image by Position","Bussey Mouse Operant Mode 2 x 1 x low","","12","2","Position","2","","-1",,,,,,
