1_C01,1_C02,1_C03,1_C04,1_C05,1_C06,1_C07,1_C08,1_C09,1_C10,1_C11,1_C12,1_C13,1_C14,1_C15,1_C16,1_C17,1_C18,1_C19,1_C20,1_C21,3_C01,3_C02,3_C03,3_C04,3_C05,3_C06,3_C07,3_C08,3_C09,3_C10,3_C11,3_C12,3_C13,3_C14,3_C15,3_C16,6_C01,6_C02,6_C03,6_C04,6_C05,6_C06,6_C07,6_C08,6_C09,6_C10,6_C11,6_C12,6_C13,6_C14,6_C15,6_C16,6_C17,6_C18,6_C19,7_C01,7_C02,7_C03,7_C04,7_C05,11_C01,11_C02,11_C03,11_C04,11_C05,11_C06,11_C07,13_C01,13_C02,13_C03,13_C04,13_C05,13_C06,13_C07,13_C08,13_C09,8_C01,8_C02,8_C03,8_C04,8_C05,8_C06,8_C07,8_C08,8_C09,8_C10,8_C11,8_C12,9_C01,9_C02,9_C03,9_C04,9_C05,9_C06,9_C07,9_C08,9_C09,9_C10
0.0,0.057743049241042746,0.12295693309293342,0.18060701075425786,0.19364959263096554,0.1956439760087777,0.1713323427238777,0.17255584122877507,0.2600763150900227,0.2910862227086216,0.32257972557039016,0.34438411725024415,0.31073328908130154,0.229059366702185,0.17974308822675314,0.1295502377501496,0.14107806428581976,0.1761460663666312,0.16757753192069003,0.15404698411852308,0.15039555509648533,0.15491443297909074,0.1485641354493165,0.12826982244821222,0.1471363683011825,0.15949150726651376,0.1674660371545203,0.19515888746855345,0.2753349203973202,0.3665634786292251,0.32496860027324365,0.3389817505053653,0.3670431318667324,0.3517016148105124,0.2550357248940339,0.21146576385450278,0.14495096301746987,0.13081563274042607,0.1361568980214222,0.13415404141805146,0.14125619320133884,0.15285436604431446,0.19984590314795278,0.31426818115734284,0.3494335349035026,0.24306738870809802,0.1118126167905692,0.12218746984519724,0.1577397279539396,0.1677238994368258,0.1657890995013902,0.18443324540084607,0.23194140551143583,0.22103857405022798,0.17910396718345287,0.17872450959530234,0.21671599668481098,0.21802946331049217,0.1680998044590127,0.13949713394144642,0.13257109865665778,0.1175864890506241,0.13815151409571835,0.1645844892182874,0.2080147827860973,0.23190613972136007,0.24777600989896548,0.23486307669843579,0.22157941045169302,0.1941208724655049,0.1676461107404554,0.14207588294747653,0.1346152453407571,0.14751669396483816,0.21130216909398095,0.2584600272934575,0.2643458356086436,0.21959678755443843,0.1598591469305713,0.1073558865888975,0.09116886101697919,0.09175843357426762,0.0890546486491184,0.10942821696704713,0.14896752235485283,0.15978820649363243,0.17105480777477816,0.15696948637343178,0.15151831772216867,0.16298041098695376,0.1595393285214484,0.16576621381215795,0.17098982015571856,0.1650900836478186,0.14276702889391202,0.12950149209266248,0.1258495913230337,0.13673553190724547,0.16742063911237515
0.057743049241042746,0.0,0.07197488773917106,0.12560420793818505,0.141195075077055,0.13617023747981238,0.12538220567534145,0.12495090543342594,0.20269764046167396,0.2493538943562098,0.2966100367287748,0.30160779555095835,0.2950954744488548,0.2183039717524396,0.16253295932850897,0.10251757294092012,0.09784304522702694,0.12135851188204295,0.1318240555367567,0.14233034871188294,0.1443123209021903,0.14810157795368262,0.1287692684144684,0.12069636734291744,0.1432083466991422,0.16052663675621287,0.16878545629484595,0.19465381774966176,0.2845839682596923,0.37522729525469706,0.29554349248774225,0.2952357945983625,0.3305274909821093,0.31320358832343237,0.20832524643032155,0.14688725293010213,0.11858865183883069,0.12151231359492312,0.12659582386105198,0.1142193575762918,0.10676248206285205,0.11605631867464532,0.17540031164969114,0.3008553064768568,0.35997433082793273,0.24163372221085352,0.1158265906122927,0.11895807582516417,0.12815655042207344,0.1324104025957283,0.15219638475283354,0.19931509603613687,0.2738237804688471,0.28917752049718687,0.22882920818469304,0.1897515357097106,0.1918296141251873,0.17712814281729716,0.12286029775691425,0.09906162605618818,0.10265253608061549,0.11410419216715822,0.1360727161040445,0.15449975798611612,0.18164858015871527,0.20564274906408275,0.19692262987636286,0.1887657048059422,0.16768496993720255,0.14320782048597375,0.13366385311475817,0.1283756724319829,0.10856916208857507,0.11040077529051966,0.15703154163048652,0.2326395265373435,0.2509350695128966,0.20803959275596998,0.1669603113427039,0.13811221543407975,0.11649123113360874,0.10577729416628434,0.1061258952644978,0.140971913391259,0.17949307699399766,0.1919331016339053,0.1731570985086554,0.1538560025224336,0.13093317436044072,0.12324405985014122,0.13458088507817273,0.13547083446909558,0.14451274868160846,0.1518614736271749,0.1357297214960795,0.12740222283948188,0.12683040211313087,0.14166324310443337,0.161881339014388
0.12295693309293342,0.07197488773917106,0.0,0.08134280077689318,0.11054980899438195,0.1110874095720843,0.10440392768581505,0.12235180724569482,0.16195079779946098,0.21576302358693383,0.26038794604036414,0.28474566550085334,0.2793023734797957,0.19169646484085298,0.16543657734739967,0.09703650781624386,0.07784927767940722,0.1047899088929689,0.11518471549135632,0.12455161742432498,0.13143380221580028,0.13600577707652636,0.13460491909643965,0.13690000187425858,0.1695845220896352,0.2063014941034634,0.19475764256482495,0.21652494415555698,0.31113621130645974,0.34993021767235355,0.2396226202743999,0.23456702443958227,0.2720939401551384,0.2517494556576954,0.16148878885374562,0.1039791259937109,0.10661406995798632,0.12879912268617047,0.11638511992297965,0.09929464418919234,0.09368484193739056,0.1060593617289496,0.1869684353768804,0.32986838983271843,0.4214923623009947,0.29758674084279585,0.11886899142383109,0.11251789952750946,0.12233137256658498,0.13591773578218622,0.19356592044305276,0.23810662361669377,0.34823953217542325,0.3771771063258291,0.33392472291530545,0.22182244964466097,0.1698698381851132,0.1489675377245239,0.10560583036085605,0.1000399491108659,0.09024178364602284,0.1411977992243835,0.1695683866414673,0.1683647034929227,0.17621488848370104,0.18425424489099432,0.17257039222754897,0.146051685990788,0.11558180903283866,0.10598229466606787,0.12358261259661724,0.1165905273804786,0.10071940536039495,0.09062552612585387,0.14021969154186936,0.2234801713239403,0.259828110936162,0.2323695399033342,0.20299019569374122,0.20347140487861773,0.18841260538989515,0.15405896912998682,0.16322713204364642,0.1976650381993585,0.24467315703690018,0.2486307831092008,0.22018113738905623,0.16288302238777766,0.12207755444201755,0.10811428474743918,0.1101655298435206,0.11637219409142359,0.1338997725662134,0.14740012391465462,0.1371277191598584,0.14958548624602785,0.1593190323245189,0.1716678832493451,0.18420138693548174
0.18060701075425786,0.12560420793818505,0.08134280077689318,0.0,0.05859687233595135,0.07308812306087667,0.07821278986867312,0.0750486649967575,0.10660219627247876,0.1778181349466792,0.22701675520890408,0.2757928373970714,0.2873616727085807,0.2275334031417989,0.16316375346407827,0.1017219625976537,0.08367638174920793,0.10653391843721102,0.13684889294002814,0.15574808434187457,0.12893816486123547,0.13509601729895623,0.14927422893752454,0.15299215667758806,0.18089821311220183,0.21367702666941069,0.23146833891088758,0.2646063335669484,0.3637805018494087,0.3375052513050944,0.24369328707876922,0.22577101855592263,0.256421684637257,0.2369109227395222,0.1519058008510965,0.10955244545609853,0.10478130529470278,0.14007911726678512,0.14598773994793812,0.13283072460014464,0.1040427075136653,0.0766473659219915,0.13330885339110637,0.2609159003761634,0.34805965750849777,0.25236373734022133,0.13403781217817515,0.14394627474517668,0.12389705909072662,0.11431408169376008,0.15301076326126586,0.2723761194284943,0.36946481609804116,0.394544909909815,0.2698987228386007,0.17377204822539397,0.1654851650968738,0.17379209583886865,0.15107501961081665,0.1230974212698537,0.11049818022180907,0.14479603794357246,0.13698633188661352,0.13836871761677724,0.14196454385568813,0.14098722912772343,0.145839752117238,0.11694708191294435,0.08022107171212137,0.07865965015901678,0.1133928680820594,0.12774549038677757,0.11315473641635808,0.0996874834909125,0.09490086810489232,0.18757637804135968,0.2429963629353877,0.24556306676982867,0.20908355297529294,0.19367677083468865,0.1558857134692481,0.11556186532402851,0.13522145702658203,0.24275358732828484,0.31080544226167733,0.2902109318988753,0.219909689646871,0.17416377029001093,0.13879629124741555,0.13968964836960468,0.13028984753036188,0.12858558480769458,0.1475135022232027,0.15921012030474807,0.17185445224814408,0.17246093340215068,0.19132799186700566,0.1843582410087947,0.19494471235757277
0.19364959263096554,0.141195075077055,0.11054980899438195,0.05859687233595135,0.0,0.03586696806065764,0.07133696187179696,0.07087395180730349,0.08898467390330175,0.1609889082335628,0.2078491347895177,0.2803578332966577,0.2844839581189331,0.26233302309083956,0.21042646494147466,0.1398591061107105,0.09938925603530359,0.12714428465913372,0.1662016426705887,0.1909155380141088,0.1489060743162168,0.142701327516851,0.14969642076653644,0.16579864547150627,0.20116604582268047,0.2343642632340085,0.2567712138635458,0.311989012186624,0.3880091148477852,0.35604102085224837,0.2810956329190351,0.24729660257895097,0.2831779549009006,0.2627218199829571,0.17972315882605194,0.13011705487776562,0.12497496591754745,0.14537614660000034,0.16891122273147707,0.16096434626404535,0.12193444869860662,0.08979758979263266,0.11060221147409005,0.23152473970615883,0.3134179523200647,0.21966214421913366,0.15236717316246498,0.17258923978604507,0.15105025548206752,0.12835906521481993,0.15353354220885476,0.25098990933231785,0.3632021832021766,0.3735254159488804,0.23132648168987266,0.1842837136794678,0.19719570408445267,0.2094551642941467,0.19776062834279404,0.14897590166298572,0.12216751420226346,0.1317474742185703,0.1286398577554718,0.12863529290594436,0.12747611115136273,0.1414319937730488,0.1446052285457556,0.119599322881948,0.08878966094623637,0.09894942756061419,0.11759880004680866,0.1340916823413852,0.11986531719247125,0.10652352282876006,0.07524391112282043,0.16704796651824924,0.22966351781347696,0.22676077324996802,0.2084900128428034,0.17871097543005945,0.139143691033692,0.10410962191909567,0.11813017597818824,0.21945200554032535,0.2884408688379846,0.2628927568451566,0.22396119006564594,0.18761224774112936,0.1621543520859408,0.1599705734617513,0.1540118705285567,0.15116897639731008,0.15949066671246379,0.17464426221907434,0.18963259313966754,0.20515120581618337,0.2255157360394362,0.22299363858184257,0.22147468649413463
0.1956439760087777,0.13617023747981238,0.1110874095720843,0.07308812306087667,0.03586696806065764,0.0,0.0407821104353306,0.05928019902540184,0.09672900881102547,0.15031571582259606,0.2169217442775123,0.30098601413103193,0.32540064661867624,0.2729689730044979,0.20432242512318435,0.1402761578877971,0.10065037026437883,0.14727679358315837,0.17540396072719747,0.17691790369307125,0.14045714324877098,0.13220963339012845,0.13442072604118685,0.1426778241711409,0.1866106079354518,0.21517983015354378,0.2331777223584555,0.30001721469454473,0.43013397559445016,0.40376324854037304,0.31444944312668127,0.27639574971813385,0.3189830200810823,0.30835344520892605,0.21081229261771725,0.14060323087643128,0.1341718100500438,0.1627014533031171,0.18319665445194203,0.16546527732278768,0.14859556780326919,0.08990500848981098,0.1182492586175351,0.24571486360408415,0.3231519020242151,0.21925143441226644,0.1413081278180953,0.15789294712476737,0.14130761241743628,0.12459671830453337,0.13219041853318908,0.2180783878643169,0.3151881924270448,0.3340534044623935,0.21226055919708384,0.17412908286531464,0.17995036890061816,0.20041172362804935,0.19592205623452372,0.15979005517662984,0.12806787669706726,0.14296969361274794,0.1366853237637417,0.13191343153769966,0.13372609986615966,0.15033318692097564,0.15340428754168087,0.13685357356029595,0.0946684698919035,0.09908677441270315,0.10553484877927463,0.11969028056665713,0.11645007078209701,0.10549008758289129,0.08372661933040228,0.1834508804345208,0.24435599238602573,0.2317789784944483,0.20008440922290213,0.165745146517191,0.13670205584593442,0.10246716111230614,0.10769038770468606,0.18187621627694095,0.24756550931136917,0.2359052929058639,0.21295035044910413,0.19415963470889286,0.15982059557580963,0.15317225101726223,0.15849128061016446,0.16287107103903445,0.16976268589670848,0.1776127849494604,0.1861544202806521,0.195405081451015,0.20902396975654902,0.20871501290432842,0.20989450863348783
0.1713323427238777,0.12538220567534145,0.10440392768581505,0.07821278986867312,0.07133696187179696,0.0407821104353306,0.0,0.04062760013877822,0.11095492751237199,0.15884761408261702,0.2506105720975256,0.33018017877976147,0.3670766662803678,0.25864785918580724,0.18483984325525557,0.11366749728863615,0.10694370029291603,0.15963104538171027,0.17919991485994288,0.16140788036046183,0.1263708594566176,0.12006160193566841,0.12083102001015775,0.1257660607017918,0.1502628015700509,0.17970846085265138,0.1986548057118163,0.27331114737890017,0.4292784356075222,0.4657109087481456,0.33243559700214365,0.3005277482510162,0.3543112800614276,0.34760835119476097,0.2458692351779715,0.16575077137721167,0.15680072800611516,0.16953547630130683,0.1657591279846741,0.1501964586667902,0.14180101093920974,0.1192559083666147,0.16452561775367902,0.28688467253203426,0.3681636180305114,0.22185961743930957,0.1271049888477944,0.12679212960902114,0.11165032813155683,0.10308700366946237,0.09742118533510037,0.20036010735122908,0.2714630229000904,0.29470675251988904,0.19834000294205256,0.15220392198377777,0.1617747586392324,0.18594694503221312,0.18975572724988202,0.15192122503000882,0.14451572300624405,0.14140353757808838,0.1522602574542088,0.1584706850318685,0.1577902015387681,0.16316201864063828,0.16259520445602138,0.14618808931071944,0.10638345507426183,0.08580248604256319,0.08366276160368327,0.10535263432166447,0.10309197536024993,0.10768946954789461,0.12194000184582197,0.2231504818094815,0.27983768404398385,0.25210490936533797,0.1935842775338046,0.15594396246023018,0.12625275071783393,0.10061671340030408,0.08778456849013823,0.15262056745360036,0.2146227997170252,0.218360862573506,0.201974102969301,0.17833334327644024,0.1485126478065732,0.15081508475713717,0.16102983202650864,0.16651714617443716,0.17556401455872933,0.17428972483372734,0.18432352579239938,0.17287443829767699,0.1914118840502748,0.19472678309164287,0.19365803792068664
0.17255584122877507,0.12495090543342594,0.12235180724569482,0.0750486649967575,0.07087395180730349,0.05928019902540184,0.04062760013877822,0.0,0.06853359443367375,0.16810696415095372,0.2479403393010435,0.31861021081112445,0.3553573086837688,0.24809480019757232,0.1505799591131232,0.09761281378343352,0.11772100710478788,0.18250776499549928,0.1777424131670989,0.13021871947214014,0.0953769487545627,0.10277209759236904,0.11895880405174328,0.11452325558834295,0.13459877882360063,0.1488992112796242,0.17520913627717838,0.2512044023789559,0.3866607865037925,0.4780126864438672,0.33470438530416435,0.3022363373114689,0.35044544600393834,0.356637619449786,0.2677334312937816,0.1886947555771958,0.1671796041969144,0.1799329175357155,0.16313443113776238,0.15043809794144739,0.15243787162398847,0.1281404246762707,0.14501027997328023,0.265974082425154,0.341650261823484,0.22337911930999585,0.14177423760176147,0.1034792417952745,0.08397074450418622,0.08340038662165046,0.09396581774402994,0.1470412685916957,0.2369184785236671,0.21975694160484197,0.1122962369724466,0.09138016548296309,0.10242957577756781,0.16305916668920592,0.18746963729406538,0.15803308888815507,0.14917683488390748,0.14570367883020302,0.1544585179982969,0.14709943611336743,0.1548927974086472,0.16873349271316754,0.17454285868848818,0.15059423363524255,0.09555115235514065,0.06715024760415277,0.08001474196761232,0.10377505849720954,0.10631444908286221,0.1153995413928984,0.12947724077764128,0.2256946127809136,0.28963144034070776,0.26056694402722197,0.18198049695084242,0.14479193942842408,0.12309148731174888,0.09852820543759594,0.08780919224873697,0.11686495715985917,0.17408910905698202,0.19409920802026562,0.19187132765987086,0.18048707466231378,0.1567232243267372,0.15408790695873467,0.17131853557356436,0.16413874704180043,0.17007326973533426,0.1833142144419792,0.17843221261847236,0.18262076996012655,0.20370880902778093,0.1982948013991696,0.19760488494554493
0.2600763150900227,0.20269764046167396,0.16195079779946098,0.10660219627247876,0.08898467390330175,0.09672900881102547,0.11095492751237199,0.06853359443367375,0.0,0.10629208494280219,0.21010015141478944,0.28813710740337706,0.30223098563044204,0.27184814426551873,0.18525566686693476,0.14722746855727734,0.16528221408824276,0.19067400847833751,0.18191220067301397,0.15867002282202397,0.12324256340099715,0.12267519725450711,0.13677504647211902,0.1597459635050665,0.17113834963848873,0.18387894440031996,0.2111599388125892,0.2816966378207512,0.40678438060548394,0.45186363238968874,0.31610835506356244,0.2908537955833784,0.33737346522192774,0.33604035973227825,0.25151471105282863,0.18438870191221665,0.17328769741111327,0.19650625698589735,0.21499669532890286,0.19516844011090703,0.1899468783228992,0.13343306959522802,0.10364649584720836,0.19991251067423957,0.27440995959197273,0.21090340521546788,0.20235097168135513,0.15065900315016667,0.12390755087021532,0.10122519656006564,0.10756715465147314,0.13804630964775721,0.21266788286540733,0.19782224151308164,0.11691956883897031,0.08719840599669602,0.10787074125266556,0.151775024525226,0.18863876361165333,0.18215172422631626,0.1953136914983965,0.16400448576750698,0.15852652407359397,0.1467510734641805,0.14309237394291005,0.151804788462709,0.1689363313163556,0.14161963421263443,0.1050669198504126,0.0875568331626054,0.10571672987287331,0.13029889145227033,0.12929564304947783,0.13861442155005554,0.11321770198243353,0.18749314416592178,0.2596507944003628,0.27074177204767214,0.2258413088100083,0.1957444136716346,0.16255484044130278,0.14427544546727794,0.14553273274517184,0.18502790799899188,0.23579694421040745,0.24814547716529808,0.23698603200228155,0.21328235284109032,0.1881137298272202,0.18588548237450853,0.20666911874439683,0.19920884629048527,0.20467888421534483,0.215315544712204,0.22949935090798484,0.2533837787116783,0.2769397106124719,0.2642056580489634,0.23659350361683365
0.2910862227086216,0.2493538943562098,0.21576302358693383,0.1778181349466792,0.1609889082335628,0.15031571582259606,0.15884761408261702,0.16810696415095372,0.10629208494280219,0.0,0.12986954299198514,0.26731687977380447,0.27860879649243464,0.30876345022657864,0.2288810784993483,0.21137229081881148,0.20290203698108633,0.2227131032658578,0.2204353636047279,0.20754973081240735,0.18520431206696653,0.1734009995397985,0.1951248544489575,0.21309987837824385,0.23393574042512763,0.27081198570845844,0.2759058615690091,0.33522036180840736,0.40041637223959214,0.40537596559827516,0.28779044677347837,0.2724475775734452,0.30091708227862646,0.29428794270653297,0.2340104834214174,0.20350230139706962,0.19240943815774597,0.19349065473802018,0.21406353362938213,0.21403250813764887,0.20253440644379914,0.16971545902303134,0.14327213074141926,0.22471089640098968,0.2798256765793323,0.23536026166171478,0.258328674607067,0.2274563728936062,0.18330415107533946,0.15855200866708943,0.16518904945394464,0.24336201313891362,0.31690846574350695,0.2953793170203014,0.22658522754801816,0.1603870986036714,0.16224032198826127,0.19371029271787052,0.23543248555961138,0.24356348162821034,0.22490615919606247,0.1958856974506113,0.17150926902836008,0.15776572334275168,0.15766747316245353,0.16388141367582582,0.19365309557926227,0.17102802706111397,0.14249512379566973,0.1417734461637478,0.17335693661838192,0.19270931858384305,0.18931585522053104,0.18417903572744163,0.1616964678098235,0.21421721607954963,0.25546988311259433,0.2908696091391545,0.3047257207501228,0.2868531467745785,0.2604361463969559,0.23139137231963144,0.2496833679181031,0.29514078203366517,0.34971651165849815,0.36027681951253826,0.3254806767375168,0.28114008054794526,0.2608069118484698,0.2568252859448739,0.2481006336761018,0.24975058721531113,0.23118288943896118,0.2273554659767399,0.23413614066187402,0.248912518803451,0.25284636839898156,0.23699565640797907,0.2055483659211304
