BLA-Insc-1_C01,BLA-Insc-1_C02,BLA-Insc-1_C03,BLA-Insc-1_C04,BLA-Insc-1_C05,BLA-Insc-1_C06,BLA-Insc-1_C07,BLA-Insc-1_C08,BLA-Insc-1_C09,BLA-Insc-1_C10,BLA-Insc-1_C11,BLA-Insc-1_C12,BLA-Insc-1_C13,BLA-Insc-1_C14,BLA-Insc-1_C15,BLA-Insc-1_C16,BLA-Insc-1_C17,BLA-Insc-1_C18,BLA-Insc-1_C19,BLA-Insc-1_C20,BLA-Insc-1_C21,BLA-Insc-3_C01,BLA-Insc-3_C02,BLA-Insc-3_C03,BLA-Insc-3_C04,BLA-Insc-3_C05,BLA-Insc-3_C06,BLA-Insc-3_C07,BLA-Insc-3_C08,BLA-Insc-3_C09,BLA-Insc-3_C10,BLA-Insc-3_C11,BLA-Insc-3_C12,BLA-Insc-3_C13,BLA-Insc-3_C14,BLA-Insc-3_C15,BLA-Insc-3_C16,BLA-Insc-6_C01,BLA-Insc-6_C02,BLA-Insc-6_C03,BLA-Insc-6_C04,BLA-Insc-6_C05,BLA-Insc-6_C06,BLA-Insc-6_C07,BLA-Insc-6_C08,BLA-Insc-6_C09,BLA-Insc-6_C10,BLA-Insc-6_C11,BLA-Insc-6_C12,BLA-Insc-6_C13,BLA-Insc-6_C14,BLA-Insc-6_C15,BLA-Insc-6_C16,BLA-Insc-6_C17,BLA-Insc-6_C18,BLA-Insc-6_C19,BLA-Insc-7_C01,BLA-Insc-7_C02,BLA-Insc-7_C03,BLA-Insc-7_C04,BLA-Insc-7_C05,BLA-Insc-11_C01,BLA-Insc-11_C02,BLA-Insc-11_C03,BLA-Insc-11_C04,BLA-Insc-11_C05,BLA-Insc-11_C06,BLA-Insc-11_C07,BLA-Insc-13_C01,BLA-Insc-13_C02,BLA-Insc-13_C03,BLA-Insc-13_C04,BLA-Insc-13_C05,BLA-Insc-13_C06,BLA-Insc-13_C07,BLA-Insc-13_C08,BLA-Insc-13_C09,BLA-Insc-8_C01,BLA-Insc-8_C02,BLA-Insc-8_C03,BLA-Insc-8_C04,BLA-Insc-8_C05,BLA-Insc-8_C06,BLA-Insc-8_C07,BLA-Insc-8_C08,BLA-Insc-8_C09,BLA-Insc-8_C10,BLA-Insc-8_C11,BLA-Insc-8_C12,BLA-Insc-9_C01,BLA-Insc-9_C02,BLA-Insc-9_C03,BLA-Insc-9_C04,BLA-Insc-9_C05,BLA-Insc-9_C06,BLA-Insc-9_C07,BLA-Insc-9_C08,BLA-Insc-9_C09,BLA-Insc-9_C10
2.2610802666666663,0.5913131154615384,1.269095754102564,0.6897164512820512,3.8947951548717934,24.84174189230769,1.6235349435897437,3.3801536787179485,5.173789999743589,1.5579330630769233,6.464329320512822,3.214950589743589,2.4959203661538463,-0.4092109084615385,29.095697820512815,12.080368164102564,4.424103287179486,2.6256742692307693,18.43036653846153,43.11702256410258,47.13129543589743,0.5373745513953488,1.1094316720930235,2.7258022393023262,0.1940654418604651,4.984848371627908,2.108468844883721,2.8336170023255813,1.2506980418604652,7.906544632558138,0.9809507877209304,0.15144830067441858,1.5109561209302333,2.8668629516279083,1.669837625581395,3.508705202325582,9.476362486046511,0.0019369785714286145,0.6398425103342859,0.4432007874285713,2.654263916,1.051750562857143,3.1447470882857145,1.1283349971428571,0.22264002485714288,-0.016561316885714276,4.369375705714286,12.329512491428568,4.921901712000001,0.6749291905714285,8.596785631428572,2.0873246885714285,9.62794066285714,7.764716597142857,2.764323373428572,2.7601414391428576,2.8227097307692306,9.890806487179487,0.31692731205128194,13.35152007692308,11.599596358974356,0.1778254306896552,2.366372606896552,-0.4355533972413793,2.8479713137931038,0.8613244644827587,-0.4885443768965518,4.063050933655172,4.251865376944443,6.043656805555555,4.058782756944444,0.07039051899999997,-0.162442383888889,7.73423035,1.8443336683333331,3.041927308333333,4.117105325000002,-2.458430385,-1.7339925215000007,13.844276300000002,0.5594592033214285,0.5330975178571428,-0.5226817642857144,19.804208500000005,4.9426079285714275,6.67539775,-1.2022013939285714,-1.0697931039285715,10.6165215,0.0014275835161290348,2.0603768051612903,0.07070892741935482,0.5729513603225806,0.12786562451612904,0.7894439058064515,25.45139000000001,0.7651226690322581,38.367482258064506,0.7490263780645162
2.377818580769231,0.6781396117948719,1.2965173876923075,0.11504844871794875,3.6390454641025647,26.25912432307692,1.6020096715384615,3.713650343589743,5.228379994102566,1.7710684961538463,6.818851793333334,2.805545484871795,2.4484188384615377,-0.2744610277948718,29.25104833333333,11.83238012948718,4.172329041025642,2.4790701243589743,17.906802435897433,45.22252064102564,46.36665966666666,0.4359667154186047,1.2707019464418603,2.5528347623255816,-0.034494362325581424,4.686403056744187,1.9036482448837209,2.576367369767442,1.2709641251162789,7.972921216279071,0.7753087258139536,0.5113912477209301,1.6716282516279068,3.165032534093024,2.021402023255814,3.5487454372093024,9.474485076744186,-0.2246275828571429,0.5503864762857142,0.2639013414285715,2.546359968571428,1.2587291657142856,3.2560105277142855,0.7553513688571429,0.1741505275871429,-0.2552583171428572,4.472924091428571,12.107337028571427,4.508301870571429,0.9876533228571428,9.206746645714283,1.9348347591428567,9.32184270857143,7.498963679428573,2.7486784902857138,2.9155087714285712,3.5251176179487183,10.592749435897437,0.4553052841025641,13.38273126153846,11.262566897435901,-0.0016357981379310359,2.902687282413793,-0.16293939724137926,2.341167210344828,0.8180381706896551,-0.4034383307241379,4.017392641379312,3.8892564166666665,5.439345222777778,3.941222921111111,0.2480056528888889,0.09026858572222224,7.8753130083333325,1.0191819965833335,3.0133332791666683,4.739742421388888,-2.1710348535714283,-1.2185464107142858,13.001376377499998,0.5373246757142857,0.7116854678571428,0.07088024642857141,19.91681221428572,5.0382092214285725,6.166480107142857,-1.0381876342857141,-0.6144650607142857,10.816787428571427,-0.5549443806451613,2.448377512903225,0.04000949774193548,0.36853027354838697,0.031173862903225807,0.9563362638709676,25.217000967741928,0.6598175929032258,38.25917870967743,0.6170696748387097
2.1665846702564098,0.6254645427948718,1.518622415384615,0.3664169423076924,3.9679220461538462,27.04069298717948,1.144818558,3.8092698871794872,5.169894135897437,1.6940376195176925,6.915417664102563,2.723772677435897,2.46929262,-0.2772232443589744,29.887383743589744,11.551435861538465,4.3753902615384614,2.359567522051281,17.576350743589746,46.37984130769231,46.05111907692307,0.3604819597674419,1.1722389923255816,2.6886887786744187,-0.16623996651162787,4.633059504186047,1.8015688441860465,3.097766995534884,0.8702240388372092,7.655457734883722,1.292952616976744,0.3869985462790697,1.5126492441860464,3.5828798674418616,1.7016124279069766,3.424727574418605,9.599225988372094,0.2051948668571429,0.6114155488571428,0.5041745311428572,2.8392058428571434,1.1311376774285713,3.0615287901142865,1.431133982857143,0.5107747382857143,0.1576453711428572,4.601445457142859,11.609573542857142,4.698472489142857,0.8571134311428571,9.45207337714286,1.6740730151428571,9.462962821142858,7.291297402857144,3.0615377357142863,3.187160274285714,3.6189824461538453,10.418972666666667,0.7632698987179485,13.731616456666664,11.350821256410255,-0.2655213679310345,2.2132372862068963,-0.11704171379310348,2.3071265896551725,0.9765998393103448,-0.33237755551724146,4.080314789655172,4.4566394136111125,5.488510677777778,4.2097143375,0.14388242777777774,0.3419279444444445,8.237701863888889,1.4250438888888886,3.5907141980555566,4.222175091166667,-2.3611413857142862,-1.1859692225000005,13.5652943975,0.5296773510714283,0.4227591,0.01491102499999996,19.77709085714286,5.064032960714285,6.617118928571428,-0.8506902357142857,-0.6044079642857143,11.196819,-0.3890176387096775,2.172250074193548,0.09179160451612904,0.2833640893548388,-0.08912289967741936,0.4347854225806452,25.13796225806452,0.9406673912903224,38.06924354838709,0.8351706096774195
2.346592831025641,0.6007589469230769,1.6622535438974355,0.3587889326923077,4.250246597435898,27.350135376923074,1.7129426353846156,3.7770316307692315,4.9047106564102565,1.9049763269230768,6.59793151025641,2.9524414769230765,2.6122009105128208,-0.2885610476923077,30.38982597435897,11.966256517948716,4.069023854871795,1.971347741025641,17.558285564102572,46.95969089743589,46.87467820512821,0.4974030097674418,1.4159275618604652,2.328437013069768,-0.04516327379069765,4.748119460465119,1.7938128211627904,3.1994509937209306,1.1126955023255811,6.978853853488372,1.2368778544186043,0.06029367681395353,1.348576802093023,3.709319962790699,1.8341457795348841,3.5222214697674423,9.468044134883721,-0.03267410199999997,0.9121889517142856,0.5838049333428571,2.705850282857144,1.4672708487428574,3.1519449454285717,0.8467386314285715,0.5392948328571427,0.3631287291428572,4.2187800000000015,11.443092351428573,4.988680505714286,0.9337745797142856,9.555175922857142,2.1085741605714285,9.441884629142855,7.0625578142857135,3.5443947739999997,3.336121873714286,4.075834961538462,10.583433256410254,0.6469615648717948,13.962583807692313,10.870006589743593,0.15248774344827584,2.063337504448276,-0.0129068913448276,2.1421033413793107,1.023974758275862,-0.2866365020689655,3.9245222506206887,4.295784172222223,5.5430357230555565,3.827709172222223,-0.024314692499999967,0.08107731316666669,8.14085981388889,1.0276999861111111,3.6927161694444446,4.1572074,-1.9693826392857137,-1.2397983035714282,13.772298453571427,0.23113647285714284,0.7510120982142857,-0.18075856250000005,19.684755535714284,5.369530671428571,6.336532285714285,-0.9792810492857142,-0.12885210428571425,11.209548714285713,-0.4901374822580645,2.249398502580645,-0.0646911383870968,0.2543075077419355,0.10315729058064506,0.6833786903225807,25.380927096774183,0.3189629674193548,37.9848870967742,0.7312311709677419
2.520320659589744,0.5773383756923076,1.5877019163871795,-0.03784387633333335,4.3170409258974365,27.97774283076923,1.85370482,3.832155148179487,4.886112473333333,1.8883296230769229,6.495029576923076,3.300622871794873,2.836199715128205,-0.07089441674358976,29.984273282051287,11.711161766666667,3.9500298179487183,2.048351885282051,17.980384384615384,47.643449,47.64641817948718,0.8360208887674421,1.3486133423255815,2.16093491627907,-0.0051015025837209535,4.749808013488373,1.7314469762790694,3.354676374418604,1.003336451162791,7.271842034883722,0.7772053206744188,0.3765168927906977,1.3171300153488372,3.9369235513953487,2.0456645760465118,3.46458623255814,9.033856955813953,0.058444340228571465,0.4807043584857142,0.4275922834285715,2.553331557142857,1.078855353142857,3.407130697142858,1.3142403748571427,0.4934250882857145,-0.12916640108571426,4.290655471428572,11.527940171428574,5.2258111000000005,0.5754600085714285,9.75282997342857,1.6694137829428568,9.827783008571428,7.167821145714285,3.4852827114285714,3.4083904658114283,3.631695572820512,11.123345358974357,0.5427533057179488,13.874627971794867,10.874801615384614,0.2601783413793104,2.2323508022413794,-0.4983258168965518,1.9446937931034485,0.7489092451724136,-0.5087139606896552,3.7928988051724137,4.237784002777778,5.887713316666666,3.6189332999999997,0.11730606027777775,-0.26135830530833337,8.506464722222223,1.3637845069444448,2.7788642361111107,4.139427758333333,-1.5517799250000002,-1.111651625,13.835871239285714,0.32134083928571416,0.6242177985714287,0.16451767500000006,20.071653678571426,5.244885834999999,6.454017064285715,-0.8112522764285715,-0.10729599642857146,10.677149,-0.2499444322580645,2.007160969354839,0.28908706774193543,0.3073781151612904,0.05008068258064522,0.4577666929032258,25.328801612903234,0.7504772967741937,38.30743677419354,0.8378893395806449
2.3800134032820517,0.7911459281282051,1.4971739515384617,0.08373103282051285,4.726459943589744,28.5654863948718,1.573652023333333,3.8555707500000014,5.1008021357179505,1.6563665153846154,6.16584333076923,3.746913082051282,2.6278791161538457,-0.09734249538461537,29.62734833333333,12.209111758974359,3.705296274358976,1.5215624120512827,17.54199666666667,47.84674848717949,48.592748948717954,0.784605716744186,1.481492881162791,2.43371245372093,-0.059393079069767436,4.557870864418605,1.7943847146511631,3.0900605790697675,1.1283166486976743,6.8647850348837185,0.8955178355813955,0.2487583851162791,2.0248755142093016,3.9188302951162792,1.9706851118604651,3.742453586046511,9.340471074418604,0.3723451094285714,0.5586213988571428,0.6144635024857141,2.868988472857142,1.1815378111428572,3.076279008142857,0.5794223282857143,0.8571019151428572,0.1290041177142857,4.502201345714285,12.107641571428573,5.309897660457144,0.7057955085714287,9.493210000000001,1.874877507142857,9.480904485714284,7.296626780000001,3.386924623142857,3.5249389628571426,3.419225243846153,11.039793076923077,0.7230643497435898,13.454768704871794,10.775860666666668,-0.050326392413793115,1.9692768344827587,-0.38868803517241374,1.8520034693103449,0.6226626441379312,0.046502746482758636,3.6612663379310346,4.089421583333333,5.65310376388889,3.31699306425,-0.28334754472222223,0.056202055555555575,8.469389030555558,1.5378855777777778,2.6752551874999995,3.8049195305555545,-1.4482752071428575,-1.4593592607142856,13.840918727857144,0.5247936854999999,0.18421677285714289,-0.11523638857142852,19.81137753571429,5.538244288571428,6.5267338214285715,-0.8850055142857143,-0.14979750392857152,10.818389785714288,-0.13891739838709674,2.124342673,0.4568690083870968,0.038202908064515984,-0.14489571929032252,0.7360286906451612,25.196273870967737,0.5843139099999999,38.24606967741936,0.6522794467741937
2.344183946410256,0.4397198074358975,1.4100687967179486,0.2727975812820513,5.119828938461538,28.751998007692308,1.7021645038461537,3.819236374358976,5.231245043589744,1.7494549861538458,6.0298171769230775,3.8996141892307694,2.8655642615384616,-0.2597991302564102,29.52200297435898,12.78774531794872,3.8182917666666665,1.5246391000000001,17.13905469230769,47.13559717948718,48.27042330769231,0.5302597313953488,1.4472478961395348,2.4143616509302324,-0.2868110067209301,4.049759583832558,1.884181761860465,3.285564025581396,0.8261954876744185,7.3862361976744175,1.3419431795348835,-0.027326529302325608,1.6649719872093025,3.4980609223255814,1.7717186244186045,3.645911706976744,9.513753388372093,-0.2053204142857143,0.5949267771428571,0.22887102914285715,2.6479231301142856,1.3617219309428572,2.9765838171428567,0.3221799714285714,0.3984698742857144,0.08709442799999999,3.913001980571429,12.444053465714287,5.5739082371428585,0.5915130334285715,8.697303268571426,1.9555850742857144,9.396698645714286,6.7503319917999995,3.795593797142857,3.650240827714287,3.213167616666667,10.711890743589745,0.3522853761538461,13.831421446153849,10.980387871794873,0.19902591724137933,2.0557108796551726,-0.4145886724137931,1.6844878713793103,0.5946048386206896,-0.2845489216551724,3.7578894362068964,3.812243836111112,5.555801336111113,3.3218325611111115,-0.052785899444444416,0.07143619461111109,8.224760091666667,1.3654639972222224,2.5630099777777784,3.775710297222224,-1.7639106521428574,-1.5720031692857144,13.864910646428573,0.7133603080714285,0.09727508,0.05694220000000004,19.918589571428566,5.389799760714285,6.449224785714287,-1.0488298250357142,-0.15060846785714288,10.65902835714286,-0.334260910967742,2.130706983870968,0.1065680206451613,0.2073714838709678,0.010483490322580622,0.7281735129032261,25.226191290322586,0.5477202366129031,38.13412516129033,1.177906113548387
2.2647694794871795,0.4048366261538462,1.4634398794871797,0.2564493605128205,5.862733097435898,29.882332002564105,1.5343221743589748,3.814831574358976,5.456539658974358,1.7404089769230768,5.651072251025642,3.6738786769230765,2.927316748717949,-0.15644798256410258,29.167441794871802,13.20577831794872,4.065442410256408,1.8845017415384608,17.31320882051282,46.85624933333333,49.00241233333333,0.5931764888372093,1.393594679627907,2.2864219625581392,-0.1483789060465116,4.052015651395349,1.8737181367441853,3.3549788302325583,0.7589128483720929,7.1850459186046525,0.9059546737209304,0.2874015676744186,1.6678473836046508,3.245916145348838,1.5073410046511628,3.428229655813954,9.37761004,-0.1982002268571428,0.7619892159714285,0.14878452914285714,2.486432477142857,1.5238270685714288,3.0013670817142852,0.44212810371428574,0.6397945240742857,0.2509541857142856,4.093560816857143,12.861024345714286,5.1755302442857145,0.8171789680000001,8.443426434285714,2.149190370571428,9.277787057142856,6.904599051142856,3.7027593157142853,3.8861741506308576,3.2256497871794885,10.419271487179488,0.8740533161538462,13.74762146153846,11.152431692307687,0.12382243275862073,2.1527814027586207,-0.34150536517241376,1.7925905165517242,0.9511922689655172,-0.5003766875862069,3.764101052413793,3.974849430555557,5.54259987888889,3.369958711111112,-0.043820781111111116,-0.15919922027777786,8.316253161111113,1.215937340277778,2.101403571388889,3.771654913888889,-1.8314729678571429,-1.5053114160714287,13.886224767500002,0.31679553178571435,0.22549454203571426,0.3582983410714285,19.89576592857143,5.16811765,6.992426157142857,-0.7288809357142857,-0.1997573239285714,10.972725357142858,-0.5235366403225806,2.3428195580645164,-0.022446466483871,0.3056353225806451,-0.15660946612903226,0.4779938980645162,25.345343870967746,0.4796047758064516,37.82626516129032,0.9912094174193548
2.0096794028205127,0.5505810143589744,2.002550705128205,0.32312573025641034,6.269643453846152,29.817123274358984,2.1036529133333337,4.144850687179488,5.2189170056410275,1.378079269230769,5.384356630769231,3.400160811282052,2.454025817692308,-0.14917934564102564,29.054388820512823,14.114607579487178,3.831269694871794,1.7542632348717948,17.223744589743585,47.11639133333333,49.220078461538456,0.6211635409302327,1.3805000581395348,2.199214819744185,-0.05732731306976744,4.163295311627906,2.2903494997674416,3.152453765511628,0.5160384427906977,6.756099351976744,0.8415646209302328,0.06924677769767441,1.6078024123255814,2.996371434418604,1.4759707999999998,3.4719316116279058,10.277963244186042,0.08226069485714284,0.5399021435657143,0.43233717,2.4997107057142856,1.233879614857143,2.9730282462857143,0.5225816142857143,0.5981541337428571,0.2272392328571429,4.548439834285714,12.594716882857144,5.182977831428572,1.0441200274285716,8.296962559999999,2.2887202585714284,9.560495031428571,6.784306309771429,3.487269188571428,4.2756618300000016,2.939108287102564,10.491184205128203,0.6738916994871795,13.932500164102564,11.221989333333333,0.31414689620689645,2.0114641172413794,0.036149628275862086,1.936161236896552,0.7515876323793103,-0.05731923551724141,3.818678631034482,3.9155811361111112,5.604475925,2.871707063972221,-0.30644922499999994,0.0179229981111111,8.049821693611113,1.2028463720580556,2.7136139972222213,3.893529945833333,-1.4683838321428573,-1.219747243571429,13.107110810714286,0.5449087392857143,0.44289055571428576,0.16159444999999995,20.2816015,5.464262175000001,6.731285249999999,-0.69767955,0.2757066003571429,10.944449178571427,-0.6976429038709677,2.219191358387097,0.14583482935483874,-0.008120662645161328,-0.022832748387096653,0.6112465087096773,25.54342064516129,0.4812733751612904,37.48338612903226,0.8948503209677421
1.5301301728205132,0.4894104215384616,2.092819572820513,0.13921038974358976,6.453617425641025,28.776554041025648,2.8618140256410256,4.214954548717948,5.41093589102564,1.2846530469230768,5.78961105128205,3.4437502602564085,2.4167610015384606,-0.0015664025641025422,29.0595168974359,14.379804882051284,4.136185123076923,2.0822296825641025,16.73644266666667,47.16956823076925,49.51380251282051,0.7571517206976744,1.2756690158139536,2.491751445983721,-0.10187011255813956,4.334426825581395,2.6004956604651155,3.18665458372093,0.746044651116279,6.461920709302325,0.8766634282790696,0.07666806651162793,1.5681413869767442,3.4595594783720935,1.8376046279069769,3.4691471697674414,9.945846161627907,0.05965857742857141,0.5406423462571429,0.3074227602857143,2.495807585714286,1.2545315637142858,2.9404632542857145,0.5673608771142858,0.3762376351428571,0.11986116599999999,4.531904724285714,12.71129899142857,5.382587233714285,0.7878180568571428,8.204237699999998,1.8701586434285715,9.818900861428572,7.5584122879999995,3.5285524739999996,4.424626212857143,3.0799750179487178,10.110910974358974,0.4782231079487178,13.512833566666664,11.087562153846157,-0.2610018068965517,1.6975732827586203,-0.2467180513793104,1.7572500280689651,0.8385431779310344,-0.017172814137931064,3.760794421379311,3.941030846388888,5.6670265722222215,3.1689892861111115,0.008548850111111133,0.013119109999999979,7.721868327777778,1.0340813627777778,2.177370702777778,3.853853468083333,-1.4129351782857138,-1.0628899053571428,13.666902768928573,0.32916251857142864,0.3900149453571428,0.2372520107142857,19.69696203571429,5.246292996428573,6.29997075,-0.4793425060714286,0.1037246857142858,11.132207285714284,-0.13836183225806453,2.3690685430645164,0.043333653225806464,0.2028785022580644,0.17222196216129046,0.7298091970967742,25.445198387096767,0.2865723890322581,37.404120322580646,0.8970968935483871
