1_C01,1_C02,1_C03,1_C04,1_C05,1_C06,1_C07,1_C08,1_C09,1_C10,1_C11,1_C12,1_C13,1_C14,1_C15,1_C16,1_C17,1_C18,1_C19,1_C20,1_C21,1_C22,1_C23,1_C24,1_C25,1_C26,1_C27,1_C28,1_C29,1_C30,1_C31,1_C32,1_C33,1_C34,1_C35,3_C01,3_C02,3_C03,3_C04,3_C05,3_C06,3_C07,3_C08,3_C09,3_C10,3_C11,3_C12,5_C01,5_C02,5_C03,5_C04,5_C05,5_C06,6_C01,6_C02,6_C03,6_C04,6_C05,6_C06,6_C07,6_C08,6_C09,6_C10,6_C11,6_C12,6_C13,7_C01,7_C02,7_C03,7_C04,11_C01,11_C02,11_C03,11_C04,11_C05,11_C06,13_C01,13_C02,13_C03,13_C04,13_C05,13_C06,13_C07,13_C08,13_C09,8_C01,8_C02,8_C03,8_C04,8_C05,8_C06,8_C07,8_C08,8_C09,8_C10,8_C11,8_C12,8_C13,9_C01,9_C02,9_C03,9_C04,9_C05,9_C06,9_C07,9_C08
0.0,0.06793657693337084,0.18210449024259603,0.22927827954897048,0.2816532612584709,0.34872725346423744,0.3382527009325319,0.26960007747067666,0.1818933758018134,0.12646322793716988,0.09970078020374938,0.09793376087637062,0.1120814828169824,0.09077000245853957,0.07470599291069875,0.13641596542537623,0.31903525556765894,0.40917792520067287,0.3534451766158549,0.1944825487760523,0.09138131282763066,0.08984780065184352,0.0866112340198176,0.09048235510482398,0.1627818065552692,0.17383192427023655,0.21990068293410692,0.24754789168537703,0.23722430462085545,0.2003506248009519,0.17546543492941538,0.14996982947635137,0.17673091065442365,0.23849068466124787,0.22756587800771017,0.19570281508769963,0.16442094231526547,0.13800520276756495,0.14021661196245871,0.14577657469577446,0.13633198323824622,0.14684828808067615,0.1535854814428344,0.1626614172827669,0.16660015555335989,0.17364612034584403,0.17516920693100377,0.1459157806520179,0.1616045059524676,0.17248225727346692,0.17590768280166943,0.1768801408001706,0.1450524925842605,0.13173329549764545,0.16045596724430194,0.18425694440084942,0.18617415439121315,0.1976171539850137,0.25125001271825875,0.24286714031308482,0.24292122836988683,0.27433920376300636,0.3022234634407546,0.25052908960079995,0.17129316951694,0.14281538330239157,0.2066921105836043,0.19791428228214997,0.2189538412943436,0.20263064999605926,0.19067990271093013,0.17425123442959767,0.16403418925233598,0.173160435825097,0.17481011345242664,0.1830712039151175,0.21062717536226788,0.22835276431578833,0.20315708120698595,0.168789591477281,0.16087916508979208,0.16912023296885004,0.20090239212003755,0.20365290945155287,0.2119165968242467,0.19562786822147232,0.19300141727323225,0.20847779248046033,0.19376885827763668,0.1867405508062085,0.19465675351488654,0.20811580901633225,0.18309191003936534,0.1596219418120451,0.16997209739438351,0.15588165917946806,0.16360485122005322,0.18054507642877446,0.20343392522820178,0.19190021656842102,0.15563628830045922,0.157509697963637,0.16437969779587724,0.18080937554933685,0.1979860336214691,0.25173805784476877
0.06793657693337084,0.0,0.11367661920700468,0.15509598454545365,0.22083787684525305,0.27885249194291734,0.26611453520931966,0.20748321768418343,0.1388703499626162,0.10216929331118375,0.09388228151242446,0.10362661994834245,0.1276292850573599,0.11819748179211408,0.07322514317504539,0.11449151229568938,0.2662541311525286,0.3308984943569757,0.30483323461699247,0.1942568076294885,0.1150151647778068,0.12995227609819596,0.1177158208535468,0.08807567841840466,0.12380776033408808,0.14382998520028994,0.19131873801160298,0.22737414675690937,0.25047527439439293,0.222083077794282,0.19627414882666527,0.14940011646825943,0.14624474812794636,0.1726929939861084,0.1581756569355841,0.12821755869992954,0.11630742162066218,0.09936533888561876,0.10319673888498233,0.1227126880343131,0.13003386605965223,0.13350402673123873,0.13022000771620643,0.12566994481038776,0.1322685992951156,0.13630338847240467,0.1319205190107689,0.1351444574131994,0.16131078939057766,0.17996925613674145,0.1939598282225348,0.19414784850930902,0.14797832298326985,0.13155968020065031,0.15363877753425126,0.18208962732694725,0.16994352510896765,0.19078197211466136,0.24690942207777183,0.2560034687986537,0.26905280782147556,0.307494398843278,0.3428148040208086,0.2892124622140455,0.16758498417744622,0.14236768735354965,0.14689173540487374,0.1830012246895244,0.2201647658318012,0.20171000807146594,0.16625899898382232,0.15096852722332244,0.1289957789441894,0.13178552408011562,0.13481080180257923,0.1476323999837555,0.16326888858819064,0.17570051324843303,0.1568688332121025,0.12940339935385572,0.12400604612750371,0.1229953896211637,0.14560381297450267,0.16362395221496673,0.15804364623918002,0.1447312698875555,0.16148858388942114,0.18715860676006377,0.19619013031271368,0.19744893908961988,0.1609780408190022,0.15455282318648367,0.1483648027171168,0.13601951334220794,0.16206568286044556,0.15063344722829974,0.13829084841516995,0.12735366341921106,0.1489048757061633,0.14657718611748094,0.1152521949396289,0.12229997766238475,0.13066681618248727,0.15095760604626876,0.17362426378276724,0.23673228530071558
0.18210449024259603,0.11367661920700468,0.0,0.1111616773849264,0.18797010728022756,0.23693828190411323,0.2281945191733732,0.18124494648547004,0.13094373251535626,0.1105071775708482,0.13722378242602534,0.1772607869340542,0.2418328032445778,0.23592417039627747,0.13506530113609175,0.11293928215111125,0.2353757257871181,0.31126171169633665,0.3024752822345581,0.2265527229997387,0.2024987193277447,0.24617851197976598,0.24551388311143765,0.1561036159629497,0.09591105266846178,0.11963924552391876,0.16896799495453765,0.2093100649679809,0.2512520405818318,0.2952443770227132,0.2749815412403865,0.19227512978172162,0.12367599050814965,0.09886151942388366,0.0843581939106622,0.07822711220085848,0.10729130011691454,0.10263584656235836,0.1065477119656006,0.12888958355854155,0.14293774084128064,0.1379720461301756,0.12621707928692508,0.10672343108106787,0.1036914839397407,0.09939926486678537,0.11198692085360755,0.16838543867215258,0.2060140882408802,0.2084293895316895,0.22978512181359623,0.2225089729691078,0.19184077810894157,0.15851018282422602,0.15834835095574243,0.1692274407818387,0.15108536544100531,0.1873519119725035,0.2700759209649962,0.2959185531259941,0.32819757336342975,0.393714629316049,0.43219385845746855,0.36742375327306254,0.21489147842655842,0.11904953769292942,0.1195439676188659,0.17872394584538825,0.22904410097040245,0.20400336072737588,0.15118480748313293,0.11693073230323543,0.09653073964078192,0.09809694551691737,0.1064238109987168,0.11193551733586263,0.11690818280900524,0.11497909347599743,0.12116625555164146,0.12189224538141437,0.11074584230567908,0.10606330635280278,0.09995734750617322,0.14104442977618542,0.16427711480837895,0.14178912196588553,0.1491852472958354,0.1943084120296796,0.23974287847792575,0.23460324497377993,0.14272391483050922,0.12737326795686982,0.11308146337176878,0.1256594178647933,0.16432746503834303,0.18051732270102894,0.1328523489228243,0.09268645250912913,0.11675965478857658,0.11065796371070276,0.1046282424960307,0.11093378490328386,0.11691233194395174,0.12596728588181558,0.17482867231940669,0.22341675746684625
0.22927827954897048,0.15509598454545365,0.1111616773849264,0.0,0.09952580389084201,0.14854890438300208,0.14807595059796058,0.1181938239641709,0.09871351207861279,0.11014342053275389,0.13925339507871828,0.1859420233796439,0.2376151442373268,0.23908504976301453,0.1734415454386832,0.13952149568682037,0.18882116184152195,0.25529263787226897,0.24406354071318856,0.17890191739397068,0.2594829753330555,0.30743109766273913,0.3063822472123607,0.20136400402282245,0.12133435079038729,0.11418999964167119,0.16821386454745302,0.21668518134707554,0.2936762207883743,0.3176661375383001,0.252376168123187,0.150305536167283,0.09649662508197444,0.0875558816310747,0.08634471020726614,0.11880401182738956,0.13968944942162184,0.14065653267154787,0.1538158176743301,0.15881228368457173,0.1777302452841869,0.18834896952385333,0.14830009955263665,0.11580352380763104,0.11307655796866595,0.1170196868687833,0.15044310990777368,0.2061100249959936,0.2269827855373778,0.22381871192639413,0.2202095197412959,0.20030429740986186,0.1783326107943207,0.14409258561236024,0.14005020224809595,0.15092867372838475,0.1359542268705896,0.19504735513088417,0.25318491613772937,0.28068987016331615,0.32217806766370594,0.3860054487351407,0.4157453911311799,0.34976047541279265,0.20761970864434445,0.12172586739214335,0.12215948438350464,0.19901005671216893,0.24887805302561225,0.23248490591920426,0.17709860864099716,0.12280210935422624,0.11277552513993226,0.10916107153969414,0.10307272446952279,0.09633210675283964,0.10061847338848225,0.09828561949423811,0.0892487998493161,0.08592938639641147,0.08946403020565247,0.10586880813485605,0.15646867211785725,0.170266371937931,0.1802968733677215,0.19513427911916226,0.19892297490682737,0.22229289536784066,0.26929762706276394,0.2534936118504383,0.15961568977602525,0.11719094651773806,0.10849379596671618,0.15535138007839552,0.19566156963901002,0.20359713993033077,0.15848775501483334,0.11541803153408962,0.14299868800582974,0.1487039586772008,0.15509295481023253,0.15689014719179106,0.17142513060201325,0.1758789219403006,0.19582742638954487,0.22592561456437063
0.2816532612584709,0.22083787684525305,0.18797010728022756,0.09952580389084201,0.0,0.0648192950904923,0.08599860110238548,0.08376976104485984,0.11991186256589001,0.14280722270069912,0.15599941216697996,0.2040328139230926,0.25792924804909706,0.2575534206072421,0.2232114438076872,0.16663100919876594,0.1418310960893007,0.17557976132336267,0.16707075988844702,0.16890293781470855,0.3434076502648707,0.4004309093883179,0.3864951483564797,0.2850912124748479,0.20483311687842082,0.1386714318696938,0.18356358609413717,0.27228465505774097,0.3369144796813828,0.3229005731090257,0.25818655854906014,0.1617119227804872,0.11765112826202158,0.14926242007567514,0.14437470656454554,0.1960476203480346,0.19217003213764147,0.20446019877106353,0.22468036074390557,0.24193659106827498,0.25191258290283686,0.2574064430166681,0.19129437193317958,0.1740234325836615,0.15764019843416782,0.1679623014714796,0.2341954357820562,0.2653194352294547,0.2739844063764867,0.2554144782465585,0.24368805067191177,0.22626493974672296,0.20339421519161419,0.18974399796339264,0.18183394606319517,0.16792666145267415,0.1573007029439026,0.23406312761300602,0.28320019804703095,0.28174233307645946,0.3169831834906834,0.3888609503749063,0.4256637173767511,0.35049920696857173,0.24042430417974972,0.15706104020792433,0.127477882092404,0.1972594987746769,0.24312112897201846,0.22221889188696903,0.184516099320375,0.17133290269228432,0.17212784493664415,0.1633687479383277,0.1391394832449752,0.14065075108761255,0.12318831278394471,0.11307244186590576,0.11027479679160733,0.10699344607071913,0.11848925964340232,0.166461953328933,0.24344562901842542,0.2462061071739236,0.2500188203339909,0.28396906028903934,0.28308570140142303,0.27743468242685954,0.2800661788151457,0.2728308367885901,0.19727787745491082,0.1801472127131177,0.17421653305264764,0.22526737559851565,0.2391505751800988,0.2379381140373207,0.21317657156099862,0.19390913676860355,0.2066739988701808,0.23360925253134623,0.20351054153059372,0.20222044303590064,0.22022137544429846,0.23460703384071685,0.23333838379960006,0.2627395403321638
0.34872725346423744,0.27885249194291734,0.23693828190411323,0.14854890438300208,0.0648192950904923,0.0,0.055325053527574754,0.08101647188884047,0.15788369795267396,0.1844166230884145,0.1937066783500794,0.2358982303773863,0.2951985872355505,0.3026474192727579,0.2772134070872891,0.19574700809377624,0.13670792331378304,0.15051994327146506,0.14102204608275148,0.1877785746467858,0.38711407841611456,0.4557743310546966,0.463683633043875,0.34747838936144065,0.26334856264664486,0.20587394802991593,0.22659635755013963,0.3259956165774517,0.38776925669098483,0.3743518851575015,0.3099599879076917,0.20606219548712648,0.1481348824405098,0.17825979699473826,0.20142062986396822,0.24515105476363508,0.24979505890065412,0.26154953959574634,0.292213300561873,0.2875006076603699,0.3025684235038465,0.31630049980726743,0.24561186561446635,0.21969079647152653,0.19119876909918948,0.233637799126064,0.3173916996307803,0.3165607122851251,0.3047608352309773,0.2822092455952151,0.2776082611356816,0.2711462741800108,0.2536017941524556,0.2337362966630418,0.22452099204129713,0.20872494173404926,0.19796938820384638,0.2765212110354635,0.31774619450858627,0.30498395775587095,0.33898843676952817,0.41699050434189167,0.4578744184114249,0.37742555285348184,0.2699232598685205,0.18612606234145043,0.1513100566727342,0.20662593323440986,0.25912770456040846,0.25237217136591883,0.23109807933056548,0.22955673417582848,0.2075639312466371,0.19720720917780288,0.17453395376932224,0.17518360793047102,0.16809371490454275,0.15184315711482305,0.15211575273505554,0.13872280199356482,0.15344123136687515,0.21125802365513954,0.2981308558876685,0.29908799033284955,0.3028004688269854,0.3470663107734736,0.35103738825481423,0.3369723935323249,0.3285991956908168,0.32464145505783826,0.24872833558065544,0.2237610324144206,0.21027604391909524,0.267949593675108,0.2860672363225279,0.29277930888553255,0.28044452681050497,0.2432751859369816,0.2595697699964553,0.2863523225054466,0.25620412008643184,0.26245065276222507,0.28725869082899386,0.2977590053311451,0.2698619668831337,0.2882459074420184
0.3382527009325319,0.26611453520931966,0.2281945191733732,0.14807595059796058,0.08599860110238548,0.055325053527574754,0.0,0.07459114487168254,0.14823311127041472,0.17150985006887928,0.17967941386757563,0.22711504596940688,0.2782471096087052,0.2852366772623196,0.26135579303492446,0.22120742191717674,0.1359140598764399,0.13273807806252086,0.13066798038357771,0.1843327123232566,0.3750481868616688,0.44927314326617046,0.45866984860158005,0.33905812886348946,0.2635033488518589,0.2033403322637432,0.22676793962812627,0.30747923050243003,0.3972460284388029,0.37117907675209844,0.3026857854860089,0.1904976459729911,0.13352819354676512,0.1621612630219578,0.19915014761544314,0.2382870581870203,0.25745115028784443,0.2608013030404106,0.27464324053838135,0.27364385923630485,0.29208128389116383,0.31815908745780486,0.2442280723640032,0.2160453676391415,0.19176381581279525,0.22754331520805937,0.30105509910754225,0.3073280755050514,0.2936437628217049,0.2806099975632208,0.2840484310647533,0.2713555774160027,0.2580439599261647,0.23492595272720776,0.22771325813321364,0.21302948483711517,0.198795405312569,0.2669190202646441,0.3055427079053363,0.29762170333603477,0.3341888401657013,0.4218112717868741,0.4597944329961026,0.3832776625197046,0.26800505239370587,0.17365238984801948,0.1448506701975366,0.1879208037483595,0.2364159621019013,0.23102424250987585,0.2290390352736544,0.2190180228018548,0.2006780893281689,0.1942254241003952,0.18267666774843908,0.17702913636530496,0.16638773560912645,0.15715675261384393,0.14081924681899194,0.13263519914966015,0.1531499729664857,0.20726006104318973,0.2865749359215972,0.2920794252281366,0.29730026414093147,0.3349191732569848,0.3352661382658383,0.31891080244800807,0.3340025281182969,0.31849528855544573,0.2352102359476547,0.21576301052505367,0.19521633682442535,0.26471736607528507,0.28044125677257126,0.29640947257566386,0.27444278578879494,0.23518240439603244,0.24926389165854798,0.28163724334481793,0.25038871854818373,0.2515035137772241,0.2861157111845438,0.2971161847956715,0.28142365693388816,0.28977261086264516
0.26960007747067666,0.20748321768418343,0.18124494648547004,0.1181938239641709,0.08376976104485984,0.08101647188884047,0.07459114487168254,0.0,0.09859551212336944,0.11755400112936851,0.13856632129680088,0.1861493660455693,0.23742484108268347,0.2380423941843183,0.2064643099912067,0.1923846815169266,0.14271621851566713,0.17869550094350078,0.16153651513519623,0.15279812969622497,0.3162709976876071,0.38840058493196056,0.379892438616603,0.2659765501951805,0.18782110137253483,0.14543731234691307,0.17116693737560085,0.24767166126678236,0.34459322734593817,0.3227289299352051,0.2446902256977554,0.14097015572682306,0.09345543282466182,0.1362769075301355,0.15494984350890775,0.18268194581687677,0.21010055661332885,0.21378460407531125,0.21241644804643756,0.20946245053740778,0.22875875989216213,0.24386221897956464,0.20239126920750025,0.17485233149602192,0.15439140498664247,0.1830218487311868,0.24996380580355723,0.2694189713121386,0.2747705318627193,0.2581350566799136,0.2543392428001663,0.24184235678817612,0.22694997574877576,0.20295524152219369,0.19664277745436792,0.1858383424804695,0.16245576001443585,0.22429892888404865,0.26213876766137967,0.2624937938582037,0.30378458743664255,0.3883416645073783,0.4270993794936547,0.3567479386840913,0.23956778806969725,0.1385831791704886,0.11365690760091374,0.15770513094723074,0.2178659221498125,0.20399185692202948,0.1718091705984509,0.1644010415777618,0.14858454311164115,0.14358714366488645,0.14002434304713873,0.13989156029144462,0.14137072399683098,0.13659311071360708,0.12358895270465294,0.1054772588124748,0.11768227656461504,0.15646445639398274,0.22112631774751962,0.24335137297866072,0.2415970037124554,0.26021169634446917,0.2757425343496253,0.2714908361558994,0.27416346557564014,0.26057404051300126,0.17817163756871426,0.1646665531336375,0.15030015241682315,0.19395683175345887,0.2290248765855222,0.24105358332176238,0.21002870134111873,0.18365956350427382,0.21413312538169432,0.24237726751725183,0.21738907229346044,0.20304555505782024,0.21547548444341938,0.23805765450223454,0.23823412521326368,0.2640230222483768
0.1818933758018134,0.1388703499626162,0.13094373251535626,0.09871351207861279,0.11991186256589001,0.15788369795267396,0.14823311127041472,0.09859551212336944,0.0,0.07421639861750313,0.10419334024867435,0.1546845109798139,0.20405830424551094,0.2001885544126327,0.144906400968537,0.1686571174812811,0.20146996393045197,0.27143656553846834,0.2460668052004586,0.17456378853689908,0.25217650875718417,0.26109697216220623,0.2618319312185118,0.15579437038283317,0.10139046791501488,0.10510640754054328,0.1472914926087786,0.19174890361351363,0.25080495841122796,0.28752876851752524,0.21678840973216715,0.10613701890443406,0.08643229757067662,0.09744193322145538,0.10843527705913793,0.1395134494019948,0.13918518879884598,0.13616033534213604,0.146830997421693,0.15293225506317754,0.18150597938850374,0.17038998397731656,0.14425569455804785,0.1243846860324818,0.11080008060673205,0.12539430523575337,0.17188452598268203,0.20911106969485352,0.23962535575624014,0.23926594736095513,0.2453926449555666,0.24500878853701605,0.22398981283982075,0.19242495027302034,0.1728238795990798,0.17256201656618342,0.13654828241674927,0.17144253918658575,0.23105968201886043,0.25692305610097876,0.3058288198016279,0.381889915839156,0.4153909293643281,0.3480659446857313,0.2246268001500429,0.11781955095900139,0.11223684241713493,0.16008908251587198,0.21902174595364748,0.20085349873464967,0.15507500936987179,0.13200158972537107,0.11435617368138098,0.10883385823091735,0.10417650548754136,0.10627014737476279,0.11472582007664045,0.12228079907476784,0.11138401946605575,0.09390786898378528,0.08176128153376792,0.0942231101504713,0.14117002367170864,0.17718756378635953,0.17534337586547216,0.18142945673844327,0.1903358988094846,0.20497774336062874,0.2424124487497566,0.22618599781543655,0.14556289094740468,0.12144989434723025,0.12241442030932985,0.14359468497543917,0.16829187088429978,0.16680433007227038,0.12336888255605886,0.13121435685735305,0.1585213028541825,0.17536027932972686,0.15882837254832152,0.15387602193924418,0.1648747770259032,0.17527606940968365,0.19501599736807887,0.23588635782602796
0.12646322793716988,0.10216929331118375,0.1105071775708482,0.11014342053275389,0.14280722270069912,0.1844166230884145,0.17150985006887928,0.11755400112936851,0.07421639861750313,0.0,0.06786955762134239,0.11636536525192293,0.1535865299386464,0.14753063160928656,0.10119745807383071,0.13143703542569474,0.20284363357712745,0.2757932487619013,0.2513743767620547,0.1616254961090031,0.18102713751053998,0.19691632707879084,0.18051224139231686,0.1022733812906091,0.08713289076022787,0.09659551901480919,0.15203629656495316,0.1940596731969861,0.23433899740357048,0.20807848192767117,0.15372243483554276,0.09072017806392059,0.08829763116426856,0.11672783359864333,0.10805740858206098,0.11491078227937428,0.11181876962719374,0.0986858934489562,0.10279597025927696,0.12992128104504805,0.14170559974543628,0.13667897689637276,0.13602086310366676,0.11916857153118846,0.10251584688020761,0.09590541637286913,0.1323831574371094,0.1633026936184695,0.19746586074053812,0.20818429025444982,0.22716237280631238,0.22622292893894638,0.20069246674690328,0.1605609009330728,0.18243491686903485,0.18161716280722096,0.13981436963248883,0.15810023887256855,0.21608809024890593,0.22949674980070067,0.26010027005989594,0.31485496204858865,0.3613199786852219,0.2968552592575931,0.16057209747333323,0.11695595212548668,0.11287574864664217,0.15008739414409525,0.19252485073572956,0.17928779914520368,0.13459181381335672,0.11213167893502718,0.10351825098175464,0.10150238604692939,0.10123652094881998,0.11055445581309878,0.12709563340294952,0.13203834823772087,0.11544724340020335,0.09659578024865559,0.08330583265192346,0.0869784325766119,0.12468699510497058,0.1751255795712747,0.16984058734864096,0.14949330342725559,0.15025098430133615,0.16261899083923692,0.18593745508667986,0.18307254625252006,0.1358094379508478,0.12822239386288536,0.13282597416719935,0.1509437336468492,0.15864381434490263,0.147014766526049,0.10290682815756787,0.1083100402507452,0.12441290790041187,0.14598280763721022,0.11786786342999139,0.12534575725419128,0.13648026157512427,0.15621374098279178,0.19189345254067885,0.23342016172711985
